"id";"type";"classes";"grounding";"question";"gold_answer";"llm_response";"has_rule";"rules_count";"has_context";"contexts_count";"complexity";"saf";"nli";"sim";"model"
"87";"grafo";":EmploymentLaw :Rule :Article :PersonalData :DataSubject";"chapter IX, article 88, point 1";"What aspects of employment can the rules provided by Member States or collective agreements pertain to according to Article 88?";"The rules may pertain to various aspects of employment, including recruitment, performance of the employment contract, management, planning and organization of work, equality and diversity in the workplace, health and safety at work, protection of employer's or customer's property, and the exercise and enjoyment of rights and benefits related to employment, as well as the termination of the employment relationship.";"Member States may, through national laws or collective agreements, establish more specific rules for the protection of personal data concerning employees in the employment context. These rules can cover aspects such as recruitment, performance of the employment contract, management, organization of work, equality, diversity, health and safety, protection of property, exercise of employment-related rights and benefits, and termination of employment.";"1";"0";"1";"3";"5";"0.97";"0.55";"0.82";"gemini"
"88";"grafo";":PersonalData :Processing :Rule";"chapter IX, article 87, point text_1";"Under what conditions can Member States determine the specific conditions for the processing of a national identification number or any other identifier of general application?";"Member States may further determine the specific conditions for the processing of a national identification number or any other identifier of general application only under appropriate safeguards for the rights and freedoms of the data subject pursuant to this Regulation.";"Member States may determine the specific conditions for processing national identification numbers or other general identifiers. This determination must be accompanied by appropriate safeguards for the rights and freedoms of the data subject, as stipulated by the Regulation.";"1";"0";"1";"50";"3";"0.97";"1.00";"0.94";"gemini"
"89";"grafo";":PersonalData :Controller :Processor :ShareDataWithThirdParty :LawfulBasisForProcessing";"chapter IX, article 86, point text_1, chapter II, article 6, point 1e";"Under what circumstances can personal data in official documents held by a public authority or a public body or a private body be disclosed?";"Personal data in official documents held by a public authority or a public body or a private body for the performance of a task carried out in the public interest may be disclosed by the authority or body in accordance with Union or Member State law to which the public authority or body is subject in order to reconcile public access to official documents with the right to the protection of personal data pursuant to this Regulation.";"Personal data in official documents held by a public authority, public body, or private body may be disclosed when it is necessary for the performance of a task carried out in the public interest or in the exercise of official authority, in accordance with Union or Member State law. This disclosure aims to balance public access to official documents with the right to personal data protection.";"1";"17";"1";"50";"5";"0.95";"1.00";"0.94";"gemini"
"90";"grafo";":ExclusionException :Rights :Processing :PersonalData :HistoricStatisticScientificPurposes :RightToAccessPersonalData :RightToRectification :RightToRestrictProcessing :RightToObjectToProcessing :SecurityOfPersonalData";"chapter III, article 21, point 6, chapter II, article 9, chapter III, article 18, point 2, chapter III, article 15, point 1e";"What are the conditions and safeguards that Union or Member State law may provide for derogations from the rights referred to in Articles 15, 16, 18 and 21 for processing personal data for scientific or historical research purposes or statistical purposes?";"The conditions and safeguards referred to in paragraph 1 of Article 89, which include appropriate safeguards for the rights and freedoms of the data subject and technical and organisational measures to ensure respect for the principle of data minimisation.";"Union or Member State law may provide specific conditions and safeguards for derogations from data subject rights (Articles 15, 16, 18, 21) when processing personal data for scientific or historical research or statistical purposes. These derogations must ensure the protection of data subjects' rights and freedoms, with specific provisions for transparency, and may involve measures such as pseudonymization or anonymization, as well as adherence to ethical guidelines. The processing must be necessary for the performance of a task carried out for reasons of public interest, or for the establishment, exercise or defence of legal claims.";"1";"28";"1";"26";"10";"0.73";"0.54";"0.65";"gemini"
"91";"grafo";":Controller :Processor :Obligation :Rule :LegalObligation :Processing :IntegrityAndConfidentiality";"chapter IX, article 90, point 1";"What is the purpose of the specific rules that Member States may adopt in relation to controllers or processors subject to an obligation of secrecy under Union or Member State law?";"The purpose of the specific rules is to reconcile the right of the protection of personal data with the obligation of secrecy.";"Member States may adopt specific rules to reconcile the right to data protection with professional secrecy obligations. These rules are necessary and proportionate for controllers or processors subject to secrecy laws, applying only to data obtained through activities covered by that secrecy obligation. This is outlined in Chapter IX, Article 90, Point 1.";"1";"0";"1";"50";"7";"0.82";"0.55";"0.71";"gemini"
"92";"grafo";":NotForProfitOrg :Processing :PersonalData :Entity :Obligation";"chapter IX, article 91, point 1, chapter IX, article 91, point 2, chapter II, article 6, point 2";"Under what conditions may churches and religious associations continue to apply their existing data protection rules?";"Churches and religious associations may continue to apply their existing data protection rules if they are comprehensive and brought into line with the GDPR Regulation.";"Churches and religious associations may continue to apply their existing comprehensive data protection rules if these rules are brought into line with the GDPR. This is permitted under specific conditions outlined in Member State law, provided these rules are aligned with the Regulation.";"1";"6";"1";"50";"5";"0.96";"0.54";"0.92";"gemini"
"93";"grafo";":Article";"chapter_x_article_92, chapter_iii_article_12, chapter_iv_article_43";"What is the period of time within which the European Parliament or the Council must express objection to a delegated act adopted pursuant to Article 12(8) and Article 43(8)?";"The period of time within which the European Parliament or the Council must express objection to a delegated act adopted pursuant to Article 12(8) and Article 43(8) is three months.";"The European Parliament or the Council must express their objection to a delegated act adopted pursuant to Article 12(8) and Article 43(8) at any time. There is no specified period for this objection, but the power to revoke the delegation of power exists at any time.";"1";"20";"1";"9";"1";"0.46";"0.00";"0.76";"gemini"
"94";"grafo";":Entity :PurposeLimitation :Processing :Article";"chapter X, article 93, point 1, chapter X, article 93, point 2, chapter X, article 93, point 3";"What is the purpose of the committee mentioned in Article 93?";"The committee mentioned in Article 93 is meant to assist the Commission.";"The committee mentioned in Article 93 assists the Commission. This committee operates within the framework established by Regulation (EU) No 182/2011, specifically referencing Article 5 or Articles 8 and 5 of that regulation depending on the context within Article 93.";"1";"6";"1";"3";"4";"0.95";"0.54";"0.69";"gemini"
"95";"grafo";":LegalResource";"chapter XI, article 94, point 1, chapter XI, article 94, point 2";"When is Directive 95/46/EC repealed?";"Directive 95/46/EC is repealed with effect from 25 May 2018.";"Directive 95/46/EC is repealed with effect from 25 May 2018. References to the repealed Directive are to be construed as references to the new Regulation. The European Data Protection Board was established by this new Regulation, replacing the Working Party on the Protection of Individuals with regard to the Processing of Personal Data established by Article 29 of Directive 95/46/EC.";"0";"0";"1";"50";"1";"0.96";"0.56";"0.70";"gemini"
"96";"grafo";":Obligation :Processing :Controller :Processor";"chapter XI, article 95, point text_1";"Does Article 95 of the GDPR impose additional obligations on natural or legal persons in relation to processing in connection with the provision of publicly available electronic communications services in public communication networks in the Union?";"No, Article 95 of the GDPR shall not impose additional obligations on natural or legal persons in relation to processing in connection with the provision of publicly available electronic communications services in public communication networks in the Union in relation to matters for which they are subject to specific obligations with the same objective set out in Directive 2002/58/EC.";"Article 95 of the GDPR states that the Regulation shall not impose additional obligations on natural or legal persons concerning processing related to the provision of publicly available electronic communications services in public communication networks within the Union, if they are already subject to specific obligations with the same objective under Directive 2002/58/EC.";"1";"18";"1";"1";"4";"0.70";"1.00";"0.94";"gemini"
"97";"grafo";":PersonalData :CrossBorderTransfer :LegalObligation :Entity :Article";"chapter XI, article 96, point text_1";"According to Article 96, what happens to international agreements involving the transfer of personal data to third countries or international organisations that were concluded by Member States prior to May 24, 2016 and comply with Union law as applicable prior to that date?";"They shall remain in force until amended, replaced or revoked.";"International agreements concerning the transfer of personal data to third countries or international organizations, concluded by Member States before May 24, 2016, and compliant with Union law applicable at that time, shall remain in effect until they are amended, replaced, or revoked. This ensures legal continuity for such agreements.";"1";"6";"1";"1";"5";"0.91";"0.54";"0.54";"gemini"
"98";"grafo";":LegalResource :Entity :Activity :Obligation";"chapter XI, article 97, point 1";"What is the deadline for the Commission to submit a report on the evaluation and review of this Regulation to the European Parliament and to the Council?";"By 25 May 2020 and every four years thereafter.";"The Commission is obligated to submit a report on the evaluation and review of this Regulation to the European Parliament and the Council by May 25, 2020, and subsequently every four years. This is mandated by Article 97(1).";"1";"6";"1";"50";"4";"0.87";"0.54";"0.40";"gemini"
"99";"grafo";":Article";"chapter XI, article 98, point text_1";"What is the purpose of Article 98 of the GDPR Regulation?";"The purpose of Article 98 of the GDPR Regulation is to ensure uniform and consistent protection of natural persons with regard to processing by Union institutions, bodies, offices and agencies and on the free movement of such data by submitting legislative proposals to amend other Union legal acts on the protection of personal data.";"Article 98 of the GDPR Regulation aims for the Commission to submit legislative proposals, when appropriate, to amend other Union legal acts concerning personal data protection. The objective is to ensure uniform and consistent protection of individuals regarding data processing, particularly concerning rules for processing by Union institutions, bodies, offices, and agencies, and the free movement of such data.";"1";"20";"1";"1";"1";"0.74";"0.55";"0.97";"gemini"
"100";"grafo";":LegalResource";"chapter XI, article 99, point 1";"When does this Regulation enter into force and when does it apply?";"The Regulation enters into force on the twentieth day following its publication in the Official Journal of the European Union and applies from 25 May 2018.";"This Regulation enters into force on the twentieth day following its publication in the Official Journal of the European Union. The provided text does not specify when the Regulation applies, only when it enters into force.";"0";"0";"1";"50";"1";"0.97";"0.55";"0.80";"gemini"
