"id";"type";"classes";"grounding";"question";"gold_answer";"llm_response";"has_rule";"rules_count";"has_context";"contexts_count";"complexity";"saf";"nli";"sim";"model"
"87";"grafo";":EmploymentLaw :Rule :Article";"chapter_IX, article_88, point_1";"What aspects of employment can the rules provided by Member States or collective agreements pertain to according to Article 88?";"The rules may pertain to various aspects of employment, including recruitment, performance of the employment contract, management, planning and organization of work, equality and diversity in the workplace, health and safety at work, protection of employer's or customer's property, and the exercise and enjoyment of rights and benefits related to employment, as well as the termination of the employment relationship.";"Member States or collective agreements may establish **specific employment rules** for personal data protection, covering recruitment, contract performance, work organization, equality/diversity, health/safety, property protection, rights/benefits enforcement, and termination (Article 88.1). Rules apply to **Member States** and **parties to collective agreements** as per the text.";"1";"0";"1";"3";"3";"0.94";"0.79";"0.63";"ministral"
"88";"grafo";":PersonalData :Processing :Rule";"chapter IX, article 87, point text_1";"Under what conditions can Member States determine the specific conditions for the processing of a national identification number or any other identifier of general application?";"Member States may further determine the specific conditions for the processing of a national identification number or any other identifier of general application only under appropriate safeguards for the rights and freedoms of the data subject pursuant to this Regulation.";"Member States **may** determine specific conditions for processing national identification numbers or general identifiers **only if** they ensure safeguards for data subjects' rights, pursuant to **Chapter IX, Article 87, point 1**. The processing must comply with appropriate safeguards under this Regulation.";"1";"0";"1";"50";"3";"0.78";"1.00";"0.83";"ministral"
"89";"grafo";":PersonalData :ShareDataWithThirdParty :Controller :Processor :LawfulBasisForProcessing";"chapter IX, article 86, point text_1";"Under what circumstances can personal data in official documents held by a public authority or a public body or a private body be disclosed?";"Personal data in official documents held by a public authority or a public body or a private body for the performance of a task carried out in the public interest may be disclosed by the authority or body in accordance with Union or Member State law to which the public authority or body is subject in order to reconcile public access to official documents with the right to the protection of personal data pursuant to this Regulation.";"Personal data in official documents held by a **public authority or body** may be disclosed **only if processing is for a task carried out in the public interest or official authority**, under Union or Member State law, balancing public access with data protection. Private bodies lack this explicit permission.";"1";"17";"1";"50";"5";"0.93";"0.54";"0.89";"ministral"
"90";"grafo";":ExclusionException :Rights :Processing :PersonalData :HistoricStatisticScientificPurposes :RightToAccessPersonalData :RightToRectification :RightToRestrictProcessing :RightToObjectToProcessing :SecurityOfPersonalData";"chapter III, article 21, point 6, chapter_vi_article_55";"What are the conditions and safeguards that Union or Member State law may provide for derogations from the rights referred to in Articles 15, 16, 18 and 21 for processing personal data for scientific or historical research purposes or statistical purposes?";"The conditions and safeguards referred to in paragraph 1 of Article 89, which include appropriate safeguards for the rights and freedoms of the data subject and technical and organisational measures to ensure respect for the principle of data minimisation.";"Union/Member State law permits derogations from data subject rights (Art. 15–21) for scientific/historical research or statistical purposes under **Art. 89(1)**, requiring **prior consultation** (Art. 36) and **no objection** from data subjects unless processing is for public interest. Safeguards include: (1) **restriction to legitimate purposes** (Art. 89(1)), (2) **transparency** (e.g., informing data subjects explicitly at first contact, Art. 21(4)), and (3) **overriding interests** (Art. 21(1)) if processing is essential for public interest. No derogation applies to rights under Art. 16 (rectification/erasure) unless explicitly permitted.";"1";"28";"1";"26";"10";"0.45";"0.55";"0.48";"ministral"
"91";"grafo";":Rule :Controller :Processor :Obligation :LegalObligation :ControllerObligation :ProcessorObligation";"chapter IX, article 90, point 1";"What is the purpose of the specific rules that Member States may adopt in relation to controllers or processors subject to an obligation of secrecy under Union or Member State law?";"The purpose of the specific rules is to reconcile the right of the protection of personal data with the obligation of secrecy.";"Member States adopt specific rules to reconcile the right to data protection with secrecy obligations (e.g., professional secrecy) for controllers/processors handling data under Union or Member State law, applying only to data received in secrecy-related activities. These rules must be *necessary and proportionate* to balance secrecy with data protection.";"1";"0";"1";"50";"7";"0.95";"0.55";"0.81";"ministral"
"92";"grafo";":NotForProfitOrg :Processing :PersonalData :Entity :Obligation";"chapter IX, article 91, point 1, chapter IX, article 91, point 2";"Under what conditions may churches and religious associations continue to apply their existing data protection rules?";"Churches and religious associations may continue to apply their existing data protection rules if they are comprehensive and brought into line with the GDPR Regulation.";"Churches and religious associations may continue applying their existing data protection rules if they align with GDPR, specifically under **Chapter IX, Article 91, point 1**, provided they are updated to comply with the Regulation’s principles. Supervision by an independent authority is mandatory under **Article 91, point 2** if they apply such rules.";"1";"6";"1";"50";"5";"0.73";"0.54";"0.86";"ministral"
"93";"grafo";":Article";"chapter_x_article_92";"What is the period of time within which the European Parliament or the Council must express objection to a delegated act adopted pursuant to Article 12(8) and Article 43(8)?";"The period of time within which the European Parliament or the Council must express objection to a delegated act adopted pursuant to Article 12(8) and Article 43(8) is three months.";"The European Parliament or the Council **must revoke the delegation** within **any timeframe** (no explicit time limit is specified in the provided chunks for delegated acts under Articles 12(8) and 43(8)). The rule permits revocation at any time (Rule_92_3).";"1";"20";"1";"9";"1";"0.45";"0.07";"0.68";"ministral"
"94";"grafo";":Entity :PurposeLimitation :Processing :Article";"chapter X, article 93, point 1";"What is the purpose of the committee mentioned in Article 93?";"The committee mentioned in Article 93 is meant to assist the Commission.";"The committee under Article 93 of the GDPR is established as a **supportive body for the Commission**, governed by Regulation (EU) No 182/2011. Its purpose is to assist the Commission in ensuring uniform and consistent protection of personal data across Union legal acts. The committee operates under the procedural rules of that regulation (Points 2 and 3).";"1";"6";"1";"3";"4";"0.79";"0.54";"0.54";"ministral"
"95";"grafo";":LegalResource";"chapter XI, article 94, point 1, chapter V, article 46, point 5";"When is Directive 95/46/EC repealed?";"Directive 95/46/EC is repealed with effect from 25 May 2018.";"Directive 95/46/EC was repealed **with effect from 25 May 2018** by the entry into force of Regulation (EU) 2016/679 (GDPR).";"0";"0";"1";"50";"1";"0.77";"0.54";"0.86";"ministral"
"96";"grafo";":Obligation :Entity :Processing";"chapter_XI_article_95_point_text_1";"Does Article 95 of the GDPR impose additional obligations on natural or legal persons in relation to processing in connection with the provision of publicly available electronic communications services in public communication networks in the Union?";"No, Article 95 of the GDPR shall not impose additional obligations on natural or legal persons in relation to processing in connection with the provision of publicly available electronic communications services in public communication networks in the Union in relation to matters for which they are subject to specific obligations with the same objective set out in Directive 2002/58/EC.";"Article 95 of the GDPR explicitly **exempts** natural or legal persons from additional obligations when processing in connection with publicly available electronic communications services in the Union, provided they comply with Directive 2002/58/EC. No further mandatory obligations apply.";"1";"6";"1";"1";"3";"0.87";"0.68";"0.89";"ministral"
"97";"grafo";":PersonalData :CrossBorderTransfer :LegalObligation :Entity :Article";"chapter XI, article 96, point text_1";"According to Article 96, what happens to international agreements involving the transfer of personal data to third countries or international organisations that were concluded by Member States prior to May 24, 2016 and comply with Union law as applicable prior to that date?";"They shall remain in force until amended, replaced or revoked.";"Such agreements **shall remain in force** until amended, replaced, or revoked by the Member States, in accordance with Article 96(1) of the GDPR.";"1";"6";"1";"1";"5";"0.77";"0.54";"0.63";"ministral"
"98";"grafo";":LegalResource :Entity :Activity :Obligation";"chapter XI, article 97, point 1";"What is the deadline for the Commission to submit a report on the evaluation and review of this Regulation to the European Parliament and to the Council?";"By 25 May 2020 and every four years thereafter.";"The Commission **must** submit the report on the evaluation and review of this Regulation to the European Parliament and Council by **25 May 2020**, and then every **four years thereafter**.";"1";"6";"1";"50";"4";"1.00";"0.54";"0.51";"ministral"
"99";"grafo";":Article";"chapter XI, article 98, point text_1";"What is the purpose of Article 98 of the GDPR Regulation?";"The purpose of Article 98 of the GDPR Regulation is to ensure uniform and consistent protection of natural persons with regard to processing by Union institutions, bodies, offices and agencies and on the free movement of such data by submitting legislative proposals to amend other Union legal acts on the protection of personal data.";"Article 98 of GDPR empowers the Commission to propose legislative amendments to Union legal acts on personal data protection, ensuring uniform enforcement, particularly for processing by EU institutions, bodies, and agencies, and safeguarding free movement of data.";"1";"20";"1";"1";"1";"0.74";"0.58";"0.90";"ministral"
"100";"grafo";":LegalResource";"chapter XI, article 99, point 1";"When does this Regulation enter into force and when does it apply?";"The Regulation enters into force on the twentieth day following its publication in the Official Journal of the European Union and applies from 25 May 2018.";"The Regulation enters into force **20 days after its publication in the Official Journal of the European Union** (Article 99(1)). Application begins on that effective date.";"0";"0";"1";"50";"1";"0.79";"0.92";"0.78";"ministral"
