"type";"question";"response";"complexity";"saf";"nli";"sim";"relevancy";"faithfulness";"model
"grafo";"A empresa pode perguntar minha religião no cadastro de funcionário?";"{'resposta': 'Solicitar convicção religiosa no cadastro de funcionário só é permitido se houver consentimento específico e destacado para finalidade legítima, conforme art. 11 da LGPD. Convicção religiosa é dado pessoal sensível e seu tratamento exige base legal clara e proteção reforçada.', 'resposta_completa': 'A empresa, ao solicitar a convicção religiosa no cadastro de funcionário, está tratando dado pessoal sensível, conforme art. 5º, II, da LGPD. O tratamento desse dado só pode ocorrer nas hipóteses do art. 11, sendo a principal delas o consentimento específico e destacado do titular para finalidades determinadas. Exceções existem apenas para situações como cumprimento de obrigação legal, exercício regular de direitos, proteção da vida, tutela da saúde, entre outras previstas em lei. Portanto, a empresa só pode perguntar sobre religião se houver consentimento livre, informado e inequívoco do funcionário, e para finalidade legítima, sob pena de violação à legislação de proteção de dados.', 'chunks': ['b47f4387', 'e9106279'], 'trecho_chave': 'Art. 11 O tratamento de dados pessoais sensíveis somente poderá ocorrer nas seguintes hipóteses: I - quando o titular ou seu responsável legal consentir, de forma específica e destacada, para finalidades específicas;'}";"0.66";"0.83";"0.55";"0.71";"1.00";"1.00";"gpt"
"grafo";"Posso ser obrigado a revelar minha orientação sexual para ser adotado por uma empresa como dependente?";"{'resposta': 'A orientação sexual é dado pessoal sensível e só pode ser exigida mediante consentimento específico e destacado do titular para finalidade clara. Não há obrigação legal de revelar orientação sexual para cadastro como dependente em empresa, salvo previsão legal expressa.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) classifica a orientação sexual como dado pessoal sensível. O tratamento desses dados só pode ocorrer mediante consentimento específico e destacado do titular, para finalidades específicas, conforme art. 11, I. Não existe obrigação legal de revelar orientação sexual para ser cadastrado como dependente em empresa, salvo se houver previsão legal expressa para tal exigência, o que não é comum em processos de cadastro de dependentes. A empresa deve observar os princípios da necessidade, finalidade e adequação, não podendo exigir dados sensíveis sem justificativa legal clara. O titular tem direito à liberdade, intimidade e privacidade, e pode negar o fornecimento desse dado sem sofrer prejuízo, salvo se houver obrigação legal específica.', 'chunks': ['b47f4387', '4d9abb51'], 'trecho_chave': 'Art. 11 O tratamento de dados pessoais sensíveis somente poderá ocorrer nas seguintes hipóteses: I - quando o titular ou seu responsável legal consentir, de forma específica e destacada, para finalidades específicas;'}";"0.69";"0.70";"0.54";"0.59";"1.00";"1.00";"gpt"
"grafo";"Um partido político pode usar listas de eleitores para enviar propaganda sem consentimento?";"{'resposta': 'O envio de propaganda por partido político usando listas de eleitores sem consentimento do titular é vedado, salvo exceções previstas na lei. O uso compartilhado de dados pessoais de pessoa jurídica de direito público a pessoa de direito privado depende de consentimento do titular, conforme art. 27 da LGPD.', 'resposta_completa': 'A utilização de listas de eleitores para envio de propaganda política por partidos políticos, sem o consentimento dos titulares dos dados, não é permitida pela LGPD, exceto nas hipóteses expressamente previstas na legislação. O art. 27 da LGPD determina que a comunicação ou o uso compartilhado de dados pessoais de pessoa jurídica de direito público a pessoa de direito privado deve ser informado à autoridade nacional e depende de consentimento do titular, salvo exceções previstas na própria lei, como execução de políticas públicas com publicidade ou hipóteses do art. 26, §1º. Portanto, partidos políticos não podem, em regra, utilizar dados pessoais de eleitores para envio de propaganda sem consentimento, salvo se houver base legal específica e publicidade adequada, respeitando os direitos dos titulares.', 'chunks': ['898ad7f0', 'e9106279'], 'trecho_chave': 'Art. 27 A comunicação ou o uso compartilhado de dados pessoais de pessoa jurídica de direito público a pessoa de direito privado será informado à autoridade nacional e dependerá de consentimento do titular, exceto: I - nas hipóteses de dispensa de consentimento previstas nesta Lei'}";"0.84";"0.91";"0.58";"0.65";"0.75";"1.00";"gpt"
"grafo";"A seguradora pode negar seguro de vida com base no meu perfil genético?";"{'resposta': 'A análise do perfil genético para negar seguro de vida envolve tratamento de dados pessoais sensíveis, conforme a LGPD. O uso desses dados exige consentimento específico e destacado do titular, sendo vedado tratamento discriminatório. Trecho-chave: ""dado pessoal sensível: dado pessoal sobre origem racial ou étnica, convicção religiosa, opinião política, filiação a sindicato ou a organização de caráter religioso, filosófico ou político, dado referente à saúde ou à vida sexual, dado genético ou biométrico, quando vinculado a uma pessoa natural"".', 'resposta_completa': 'A seguradora, ao analisar o perfil genético para fins de contratação de seguro de vida, está tratando dados pessoais sensíveis, conforme definido pela LGPD (Lei Geral de Proteção de Dados). O artigo 5º da LGPD classifica dados genéticos como dados pessoais sensíveis, cujo tratamento só pode ocorrer mediante consentimento específico e destacado do titular, ou em hipóteses legais restritas. O uso desses dados para negar seguro pode ser considerado discriminatório, o que é vedado pela legislação. Além disso, o titular tem direito de acesso, correção e eliminação desses dados, conforme o artigo 18 da LGPD. Portanto, a negativa baseada exclusivamente em perfil genético, sem respaldo legal e consentimento, pode ser questionada judicialmente.', 'chunks': ['e9106279', 'f9e4ad69'], 'trecho_chave': 'dado pessoal sensível: dado pessoal sobre origem racial ou étnica, convicção religiosa, opinião política, filiação a sindicato ou a organização de caráter religioso, filosófico ou político, dado referente à saúde ou à vida sexual, dado genético ou biométrico, quando vinculado a uma pessoa natural', 'percentual': ['70', '30']}";"0.71";"0.85";"0.55";"0.64";"1.00";"1.00";"gpt"
"grafo";"Posso pedir para o hospital apagar meu prontuário médico?";"{'resposta': 'O titular pode solicitar a eliminação de dados pessoais, como o prontuário médico, ao hospital, conforme art. 18 da LGPD. Contudo, a eliminação não é absoluta, pois pode haver obrigação legal de conservação dos dados pelo controlador, conforme art. 16 da LGPD.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) assegura ao titular o direito de solicitar a eliminação de seus dados pessoais, incluindo prontuário médico, mediante requisição ao hospital (controlador). O art. 18 da LGPD prevê esse direito, mas ressalva que a eliminação não é absoluta. O hospital pode recusar a exclusão caso haja obrigação legal ou regulatória de manter o prontuário, como ocorre em normas do Conselho Federal de Medicina e legislação sanitária, que exigem a guarda dos prontuários por prazos específicos. Assim, o direito do titular à eliminação dos dados é limitado pelas exceções legais, devendo o hospital justificar eventual negativa com base na legislação aplicável.', 'chunks': ['f9e4ad69', 'a57ec09b'], 'trecho_chave': 'Art. 18 O titular dos dados pessoais tem direito a obter do controlador... VI - eliminação dos dados pessoais tratados com o consentimento do titular, exceto nas hipóteses previstas no art. 16 desta Lei;'}";"0.71";"0.94";"0.54";"0.57";"1.00";"1.00";"gpt"
"grafo";"O app de celular pode enviar meus dados para servidores nos EUA sem minha autorização?";"{'resposta': 'O envio de dados pessoais para servidores nos EUA por aplicativo de celular exige consentimento específico e em destaque do titular, com informação prévia sobre o caráter internacional da operação, conforme art. 33, VIII da LGPD. Sem esse consentimento, a transferência é ilegal.', 'resposta_completa': 'A transferência internacional de dados pessoais para servidores localizados nos Estados Unidos, realizada por aplicativo de celular, só é permitida se o titular fornecer consentimento específico e em destaque, sendo informado previamente sobre o caráter internacional da operação, conforme art. 33, VIII da Lei Geral de Proteção de Dados (LGPD). O controlador deve garantir transparência e informar claramente ao titular sobre a finalidade e os riscos da transferência. Caso não haja esse consentimento, a transferência é considerada ilegal, salvo se houver outra base legal prevista na LGPD, como grau de proteção adequado no país de destino ou garantias contratuais específicas. O trecho-chave do art. 33, VIII, reforça a necessidade de consentimento destacado e informação prévia ao titular.', 'chunks': ['268b9761', 'e9106279'], 'trecho_chave': 'quando o titular tiver fornecido o seu consentimento específico e em destaque para a transferência, com informação prévia sobre o caráter internacional da operação'}";"0.89";"0.76";"0.54";"0.77";"1.00";"1.00";"gpt"
"grafo";"A inteligência artificial da empresa pode tomar decisões sobre meu crédito sozinha?";"{'resposta': 'A inteligência artificial pode tomar decisões automatizadas sobre crédito, mas o titular tem direito de solicitar revisão por pessoa natural dessas decisões, conforme art. 20 da LGPD: ""O titular dos dados tem direito a solicitar revisão, por pessoa natural, de decisões tomadas unicamente com base em tratamento automatizado de dados pessoais que afetem seus interesses, inclusive de decisões destinadas a definir o seu perfil pessoal, profissional, de consumo e de crédito ou os aspectos de sua personalidade.""', 'resposta_completa': 'A legislação brasileira, por meio da LGPD (Lei Geral de Proteção de Dados), permite que empresas utilizem inteligência artificial para decisões automatizadas sobre avaliação e concessão de crédito, desde que respeitadas as hipóteses legais de tratamento de dados (art. 7º, X). No entanto, o art. 20 da LGPD garante ao titular dos dados o direito de solicitar revisão por pessoa natural de qualquer decisão tomada exclusivamente por sistemas automatizados, incluindo decisões sobre crédito. Isso significa que, mesmo que a decisão inicial seja feita por IA, o consumidor pode requerer que uma pessoa revise o resultado, assegurando transparência e possibilidade de contestação. O controlador deve estar preparado para atender a esse direito, mantendo registros e procedimentos adequados.', 'chunks': ['d864f83b', 'a57ec09b'], 'trecho_chave': 'O titular dos dados tem direito a solicitar revisão, por pessoa natural, de decisões tomadas unicamente com base em tratamento automatizado de dados pessoais que afetem seus interesses, inclusive de decisões destinadas a definir o seu perfil pessoal, profissional, de consumo e de crédito ou os aspectos de sua personalidade.', 'percentual': ['80', '20']}";"0.87";"0.99";"1.00";"0.90";"1.00";"1.00";"gpt"
"grafo";"O chatbot da empresa pode guardar todo o histórico da nossa conversa para ""melhorar o serviço""?";"{'resposta': 'O armazenamento do histórico de conversa pelo chatbot para melhorar o serviço é permitido, desde que haja consentimento do titular e informações claras sobre a finalidade, conforme a definição de tratamento de dados pessoais e consentimento prevista na legislação.', 'resposta_completa': 'O armazenamento automatizado das mensagens trocadas entre usuário e chatbot configura tratamento de dados pessoais, conforme o art. 5º da Lei 13.709/2018 (LGPD). Para que a empresa utilize esses dados com a finalidade de melhorar o serviço, é necessário obter o consentimento do titular, que deve ser livre, informado e inequívoco, além de informar claramente a finalidade do tratamento. O titular tem direito de acesso, correção e eliminação dos dados, bem como de ser informado sobre o tratamento realizado. O controlador deve garantir transparência e segurança no tratamento, conforme obrigações legais.', 'chunks': ['e9106279'], 'trecho_chave': 'X - tratamento: toda operação realizada com dados pessoais, como as que se referem a coleta, produção, recepção, classificação, utilização, acesso, reprodução, transmissão, distribuição, processamento, arquivamento, armazenamento, eliminação, avaliação ou controle da informação, modificação, comunicação, transferência, difusão ou extração; XII - consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com - tratamento de seus dados pessoais para uma finalidade determinada;', 'percentual': ['100']}";"0.88";"0.91";"0.54";"0.64";"1.00";"1.00";"gpt"
"grafo";"Posso pedir para ver o algoritmo que a empresa usa para me recusar crédito?";"{'resposta': 'A legislação garante ao titular o direito de solicitar revisão por pessoa natural de decisões automatizadas, como recusa de crédito, mas não obriga a empresa a revelar o algoritmo em si. O direito é à revisão e à transparência dos critérios, não ao código-fonte do sistema.', 'resposta_completa': 'O titular dos dados pode solicitar revisão por pessoa natural de decisões tomadas unicamente com base em tratamento automatizado de dados pessoais, inclusive decisões de crédito, conforme art. 20 da LGPD. No entanto, a lei não obriga a empresa a fornecer o algoritmo ou o código-fonte utilizado, mas sim a garantir transparência quanto aos critérios e lógica do tratamento de dados. O princípio da transparência (art. 6º, VI) exige informações claras, precisas e acessíveis sobre o tratamento, respeitando segredos comercial e industrial. Assim, o direito é de acesso aos critérios e lógica da decisão, não ao algoritmo propriamente dito.', 'chunks': ['d864f83b', '9c7da499'], 'trecho_chave': 'Art. 20 O titular dos dados tem direito a solicitar revisão, por pessoa natural, de decisões tomadas unicamente com base em tratamento automatizado de dados pessoais que afetem seus interesses [...] VI - transparência: garantia, aos titulares, de informações claras, precisas e facilmente acessíveis sobre a realização do tratamento e os respectivos agentes de tratamento, observados os segredos comercial e industrial;', 'percentual': ['70', '30']}";"0.83";"0.69";"0.99";"0.67";"1.00";"1.00";"gpt"
"grafo";"A empresa pode usar meu histórico de pesquisas no Google para me oferecer produtos?";"{'resposta': 'O uso do histórico de pesquisas do Google para oferta de produtos depende do consentimento do titular, que deve ser livre, informado e inequívoco, conforme a definição de consentimento e tratamento de dados pessoais prevista na legislação. O titular pode revogar esse consentimento a qualquer momento.', 'resposta_completa': 'A empresa só pode tratar o histórico de pesquisas do Google para personalizar ofertas de produtos se houver consentimento do titular, que deve ser livre, informado e inequívoco, conforme o art. 5º, XII, da Lei Geral de Proteção de Dados (LGPD). O tratamento de dados pessoais, incluindo coleta, análise e uso para fins de marketing, exige transparência quanto à finalidade e possibilidade de revogação do consentimento pelo titular a qualquer momento. O titular também tem direito de acesso, correção, anonimização e eliminação dos dados, além de ser informado sobre o uso compartilhado de seus dados. O trecho-chave destaca: ""consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com tratamento de seus dados pessoais para uma finalidade determinada"".', 'chunks': ['e9106279', 'f9e4ad69'], 'trecho_chave': 'consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com tratamento de seus dados pessoais para uma finalidade determinada', 'percentual': ['60', '40']}";"0.75";"0.95";"0.54";"0.77";"1.00";"1.00";"gpt"
"grafo";"A empresa tem prazo para responder meu pedido de acesso aos meus dados?";"{'resposta': 'A empresa controladora de dados pessoais deve fornecer confirmação de existência ou acesso aos dados pessoais em formato simplificado imediatamente, e em declaração clara e completa no prazo de até 15 dias, conforme previsto na LGPD. O direito de acesso é garantido ao titular.', 'resposta_completa': 'De acordo com a Lei Geral de Proteção de Dados (LGPD), a empresa que atua como controladora de dados pessoais tem a obrigação de fornecer ao titular a confirmação de existência ou o acesso aos seus dados pessoais. Esse fornecimento deve ocorrer de forma imediata, em formato simplificado, e, caso solicitado, por meio de declaração clara e completa no prazo de até 15 dias, conforme estabelecido nos artigos 9º e 18 da LGPD. O direito de acesso é garantido ao titular, sem custo explícito, e a empresa deve disponibilizar informações claras, adequadas e ostensivas sobre o tratamento dos dados, incluindo finalidade, duração, identificação do controlador e uso compartilhado.', 'chunks': ['4d9abb51', '7b6b9e10'], 'trecho_chave': 'Obrigação de fornecer confirmação de existência ou acesso a dados pessoais em formato simplificado, imediatamente mediante requisição do titular [...] por meio de declaração clara e completa, no prazo de até 15 dias mediante requisição do titular', 'percentual': ['60', '40']}";"0.77";"0.84";"0.54";"0.49";"1.00";"1.00";"gpt"
"grafo";"Posso pedir para a empresa corrigir dados errados que ela tem sobre mim?";"{'resposta': 'O titular dos dados pessoais pode solicitar à empresa, a qualquer momento, a correção de dados incompletos, inexatos ou desatualizados. Esse direito está previsto no art. 18 da LGPD, que garante a atualização e exatidão das informações pessoais mantidas pela empresa.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) assegura ao titular dos dados o direito de solicitar, a qualquer tempo e mediante requisição formal, a correção de dados incompletos, inexatos ou desatualizados mantidos por empresas controladoras. O art. 18 da LGPD estabelece expressamente esse direito, obrigando o controlador a proceder à atualização ou correção dos dados pessoais sempre que solicitado pelo titular. Não há limitação quanto à quantidade de dados a serem corrigidos, e o exercício desse direito é gratuito. O objetivo é garantir que os dados pessoais estejam corretos e atualizados, protegendo a liberdade, intimidade e privacidade do titular.', 'chunks': ['f9e4ad69'], 'trecho_chave': 'III - correção de dados incompletos, inexatos ou desatualizados;'}";"0.75";"0.85";"0.90";"0.76";"1.00";"1.00";"gpt"
"grafo";"Se eu revogar meu consentimento, a empresa pode me cobrar para continuar usando o serviço?";"{'resposta': 'A empresa deve informar ao titular sobre a possibilidade de não fornecer consentimento e as consequências da negativa. Caso o consentimento seja revogado, a continuidade do serviço pode ser condicionada, desde que o titular seja previamente informado sobre tal condição.', 'resposta_completa': 'Segundo o art. 18 da LGPD, o titular tem direito à revogação do consentimento a qualquer momento. O controlador é obrigado a informar sobre a possibilidade de não fornecer consentimento e as consequências da negativa. Assim, a empresa pode condicionar o uso do serviço à concessão de dados, desde que essa condição e suas consequências tenham sido claramente informadas ao titular antes da contratação. Portanto, se a continuidade do serviço depende do tratamento de dados pessoais, a empresa pode exigir pagamento ou restringir o serviço após a revogação do consentimento, desde que essa informação tenha sido previamente comunicada ao titular, conforme determina a legislação.', 'chunks': ['f9e4ad69'], 'trecho_chave': 'VIII - informação sobre a possibilidade de não fornecer consentimento e sobre as consequências da negativa'}";"0.91";"0.83";"1.00";"0.63";"0.50";"1.00";"gpt"
"grafo";"Posso pedir portabilidade dos meus dados de um banco para outro?";"{'resposta': 'O titular dos dados pessoais pode solicitar a portabilidade dos seus dados de um banco para outro, mediante requisição expressa, conforme previsto na LGPD. O direito está condicionado à observância dos segredos comercial e industrial. Trecho-chave: ""V - portabilidade dos dados a outro fornecedor de serviço ou produto, mediante requisição expressa e observados os segredos comercial e industrial, de acordo com a regulamentação do órgão controlador"".', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) assegura ao titular dos dados pessoais o direito de solicitar a portabilidade dos seus dados a outro fornecedor de serviço ou produto, incluindo bancos e instituições financeiras. Para exercer esse direito, é necessário fazer uma requisição expressa ao banco detentor dos dados. A portabilidade deve respeitar os segredos comercial e industrial, conforme regulamentação do órgão controlador. O artigo 18 da LGPD detalha que o titular pode, a qualquer momento, solicitar essa transferência, desde que sejam observadas as condições legais e regulamentares. Portanto, a transferência de dados pessoais entre bancos é um direito garantido, desde que respeitados os requisitos legais.', 'chunks': ['f9e4ad69'], 'trecho_chave': 'V - portabilidade dos dados a outro fornecedor de serviço ou produto, mediante requisição expressa e observados os segredos comercial e industrial, de acordo com a regulamentação do órgão controlador', 'percentual': ['100']}";"0.80";"0.99";"0.56";"0.62";"1.00";"1.00";"gpt"
"grafo";"Posso entrar na Justiça por dano moral se meus dados vazaram de uma empresa?";"{'resposta': 'A legislação brasileira prevê que o titular de dados pessoais pode buscar reparação judicial por dano moral decorrente de vazamento de dados. O art. 42 da LGPD estabelece: ""O controlador ou o operador que, em razão do exercício de atividade de tratamento de dados pessoais, causar a outrem dano patrimonial, moral, individual ou coletivo, em violação à legislação de proteção de dados pessoais, é obrigado a repará-lo."" Assim, é possível ajuizar ação judicial contra a empresa responsável, arcando com custas e honorários, para buscar indenização por dano moral.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) assegura ao titular dos dados o direito de buscar reparação judicial caso ocorra vazamento ou uso indevido de seus dados pessoais. O art. 42 da LGPD determina que o controlador ou operador que causar dano patrimonial ou moral, individual ou coletivo, em violação à legislação de proteção de dados, é obrigado a repará-lo. Portanto, após a descoberta do vazamento, o titular pode ajuizar ação judicial contra a empresa responsável, visando indenização por dano moral. O processo judicial pode envolver custas processuais e honorários advocatícios. O direito à reparação está fundamentado na violação da legislação de proteção de dados, sendo necessário demonstrar o dano sofrido e o nexo causal com o vazamento.', 'chunks': ['82b9f0a4'], 'trecho_chave': '""O controlador ou o operador que, em razão do exercício de atividade de tratamento de dados pessoais, causar a outrem dano patrimonial, moral, individual ou coletivo, em violação à legislação de proteção de dados pessoais, é obrigado a repará-lo.""', 'percentual': ['100']}";"0.69";"0.83";"0.89";"0.71";"1.00";"1.00";"gpt"
"grafo";"A ex-empresa pode me ligar no celular particular que ela obteve durante o contrato de trabalho?";"{'resposta': 'O uso do telefone celular obtido durante o vínculo empregatício pela ex-empresa após o término do contrato só é permitido se houver base legal, como consentimento ou obrigação legal. O tratamento deve respeitar a finalidade original e os princípios da LGPD, conforme art. 7º e art. 6º.', 'resposta_completa': 'A ex-empresa, ao utilizar o telefone celular pessoal obtido durante o contrato de trabalho para contato após o encerramento do vínculo, deve observar a Lei Geral de Proteção de Dados (LGPD). O art. 7º da LGPD estabelece que o tratamento de dados pessoais só pode ocorrer em hipóteses específicas, como consentimento do titular, obrigação legal, execução de contrato ou legítimo interesse, desde que não prevaleçam direitos e liberdades fundamentais do titular. O art. 6º reforça que o tratamento deve respeitar os princípios da finalidade, adequação e necessidade, ou seja, o dado não pode ser utilizado para fins diferentes daqueles informados ao titular durante a relação contratual. Portanto, salvo se houver base legal clara, como consentimento expresso ou obrigação legal, a ex-empresa não pode utilizar o telefone celular para contato após o término do contrato, sob pena de violação à LGPD.', 'chunks': ['a57ec09b', '9c7da499'], 'trecho_chave': 'Art. 7º O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses: I - mediante o fornecimento de consentimento pelo titular [...] IX - quando necessário para atender aos interesses legítimos do controlador ou de terceiro, exceto no caso de prevalecerem direitos e liberdades fundamentais do titular que exijam a proteção dos dados pessoais.'}";"0.76";"0.83";"0.54";"0.58";"1.00";"1.00";"gpt"
"grafo";"Posso usar dados pessoais de clientes coletados no emprego anterior na minha nova empresa?";"{'resposta': 'A utilização de dados pessoais de clientes obtidos em emprego anterior na nova empresa não é permitida sem consentimento do titular, pois o titular tem direito à eliminação dos dados após o término do tratamento. Trecho-chave: ""eliminação dos dados pessoais tratados com o consentimento do titular, exceto nas hipóteses previstas no art. 16 desta Lei"".', 'resposta_completa': 'O uso de dados pessoais de clientes obtidos em emprego anterior na nova empresa viola a legislação de proteção de dados, pois o titular dos dados tem direito à eliminação dos dados pessoais tratados com consentimento após o término da relação, salvo exceções legais específicas. A transferência ou reutilização desses dados sem consentimento do titular ou base legal adequada configura tratamento irregular, podendo gerar sanções. O artigo 18 da LGPD assegura ao titular o direito de solicitar a eliminação dos dados e restringe o uso para finalidades não autorizadas. Portanto, a nova empresa não pode aproveitar dados pessoais de clientes obtidos em emprego anterior sem observar os requisitos legais, especialmente o consentimento do titular ou outra base legal prevista.', 'chunks': ['f9e4ad69'], 'trecho_chave': 'eliminação dos dados pessoais tratados com o consentimento do titular, exceto nas hipóteses previstas no art. 16 desta Lei', 'percentual': ['100']}";"0.87";"0.97";"0.95";"0.51";"1.00";"1.00";"gpt"
"grafo";"A LGPD se aplica a grupos de WhatsApp privados entre amigos?";"{'resposta': 'A LGPD não se aplica a grupos de WhatsApp privados entre amigos, pois há exceção expressa para tratamento de dados pessoais realizado por pessoa natural para fins exclusivamente particulares e não econômicos, conforme previsto na legislação vigente.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) prevê, em seu texto, que não se aplica ao tratamento de dados pessoais realizado por pessoa natural para fins exclusivamente particulares e não econômicos. Assim, grupos de WhatsApp privados entre amigos, onde o tratamento de dados ocorre apenas no âmbito pessoal e sem finalidade econômica, estão fora do escopo da LGPD. O artigo 3º da LGPD define a abrangência da lei, mas a exceção está expressa na regra específica, que exclui situações de uso pessoal e não comercial. Portanto, não há obrigação legal de proteção de dados entre integrantes de grupos privados de WhatsApp, desde que não haja finalidade econômica ou comercial no tratamento dos dados pessoais compartilhados nas conversas.', 'chunks': ['cfd5d742', '19e28c65'], 'trecho_chave': 'Exceção de aplicação da LGPD para tratamento de dados pessoais realizado por pessoa natural para fins exclusivamente particulares e não econômicos'}";"0.68";"0.95";"0.06";"0.76";"1.00";"1.00";"gpt"
"grafo";"O Airbnb pode compartilhar meu RG e CPF com o anfitrião?";"{'resposta': 'O compartilhamento de RG e CPF pelo Airbnb ao anfitrião só pode ocorrer se houver consentimento do titular ou necessidade para execução do contrato, conforme art. 7º da LGPD. O tratamento deve ser limitado ao mínimo necessário e informado ao titular, respeitando os princípios da lei.', 'resposta_completa': ""O Airbnb, como controlador de dados, pode compartilhar RG e CPF com o anfitrião apenas se houver base legal, como consentimento do titular ou necessidade para execução do contrato de hospedagem, conforme art. 7º da LGPD. O tratamento deve observar os princípios da finalidade, necessidade e transparência, limitando-se ao mínimo necessário para a finalidade informada. O titular deve ser informado sobre o compartilhamento e suas consequências. O uso dos dados deve ser compatível com a finalidade da reserva e não pode ser excessivo. O trecho-chave do art. 7º destaca: 'O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses: I - mediante o fornecimento de consentimento pelo titular; [...] V - quando necessário para a execução de contrato ou de procedimentos preliminares relacionados a contrato do qual seja parte o titular, a pedido do titular dos dados'."", 'chunks': ['a57ec09b', '9c7da499'], 'trecho_chave': 'O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses: I - mediante o fornecimento de consentimento pelo titular; [...] V - quando necessário para a execução de contrato ou de procedimentos preliminares relacionados a contrato do qual seja parte o titular, a pedido do titular dos dados.', 'percentual': ['70', '30']}";"0.77";"0.70";"0.30";"0.58";"1.00";"1.00";"gpt"
"grafo";"Posso ser negativado no SPC/Serasa sem nunca ter assinado nada com a empresa credora?";"{'resposta': 'A negativação no SPC/Serasa pode ocorrer mesmo sem contrato assinado, pois a LGPD permite o tratamento de dados para proteção do crédito (art. 7º, X). Contudo, a cobrança deve ser legítima e o titular pode questionar dados inexatos ou solicitar revisão da decisão.', 'resposta_completa': 'A inclusão do nome do consumidor em cadastros de inadimplentes como SPC ou Serasa pode ocorrer mesmo sem contrato assinado, desde que haja uma relação jurídica que justifique a cobrança, como prestação de serviço ou compra reconhecida. A Lei Geral de Proteção de Dados (LGPD), em seu art. 7º, inciso X, autoriza o tratamento de dados pessoais para proteção do crédito, não exigindo necessariamente consentimento ou assinatura de contrato. No entanto, a cobrança deve ser legítima e o titular dos dados tem direito de acesso, correção de dados inexatos e pode solicitar revisão de decisões automatizadas (art. 20). O uso dos dados deve respeitar os direitos fundamentais do titular, e qualquer abuso pode ser questionado judicialmente ou perante a ANPD.', 'chunks': ['a57ec09b', 'd864f83b'], 'trecho_chave': 'Art. 7º O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses: ... X - para a proteção do crédito, inclusive quanto ao disposto na legislação pertinente.'}";"0.87";"0.85";"0.54";"0.57";"1.00";"1.00";"gpt"
"grafo";"O Uber pode revelar meu endereço residencial ao motorista?";"{'resposta': 'O compartilhamento do endereço residencial pelo Uber ao motorista é permitido, pois é necessário para a execução do serviço solicitado pelo titular, conforme a permissão de tratamento de dados pessoais para execução de contrato. O sistema deve garantir segurança e proteção dos dados.', 'resposta_completa': 'O Uber, como controlador de dados, pode repassar o endereço residencial do passageiro ao motorista no momento da solicitação da corrida, pois tal compartilhamento é necessário para a execução do contrato de transporte, conforme previsto na legislação de proteção de dados pessoais. A base legal está na permissão para tratamento de dados pessoais para execução de contrato ou de procedimentos preliminares a pedido do titular. Além disso, o sistema deve ser estruturado para garantir a segurança dos dados, conforme os padrões de boas práticas e governança, protegendo os direitos fundamentais de liberdade, privacidade e livre desenvolvimento da personalidade do titular. O controlador é responsável por eventuais danos causados por violação à legislação de proteção de dados.', 'chunks': ['a57ec09b', 'b56c2551', '820509db', '82b9f0a4'], 'trecho_chave': 'Tratamento de dados pessoais necessário para execução de contrato ou de procedimentos preliminares a pedido do titular'}";"0.75";"0.78";"0.05";"0.71";"1.00";"1.00";"gpt"
"grafo";"A imobiliária pode exigir extrato bancário, IR e comprovante de renda para alugar um imóvel?";"{'resposta': 'A imobiliária pode solicitar extrato bancário, imposto de renda e comprovante de renda para locação, pois o tratamento de dados pessoais é permitido quando necessário para execução de contrato ou procedimentos preliminares, conforme art. 7º da LGPD. O consentimento do titular é fundamental.', 'resposta_completa': 'A exigência de extrato bancário, imposto de renda e comprovante de renda pela imobiliária para locação de imóvel encontra respaldo na Lei Geral de Proteção de Dados (LGPD), especialmente no art. 7º, incisos I e V. O tratamento de dados pessoais é permitido mediante consentimento do titular ou quando necessário para execução de contrato ou de procedimentos preliminares relacionados a contrato do qual seja parte o titular, a pedido deste. Assim, a imobiliária pode solicitar tais documentos para análise de crédito e avaliação da capacidade financeira do interessado, desde que respeite os princípios da finalidade, necessidade e transparência, informando ao titular sobre o uso dos dados e garantindo sua segurança. O consentimento deve ser livre, informado e inequívoco, e o titular tem direito de acesso, correção e eliminação dos dados, conforme previsto na LGPD.', 'chunks': ['a57ec09b', 'e9106279'], 'trecho_chave': 'Art. 7º O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses: I - mediante o fornecimento de consentimento pelo titular; ... V - quando necessário para a execução de contrato ou de procedimentos preliminares relacionados a contrato do qual seja parte o titular, a pedido do titular dos dados;', 'percentual': ['80', '20']}";"0.89";"0.71";"0.54";"0.55";"1.00";"1.00";"gpt"
