"type";"question";"complexity";"saf";"nli";"sim";"response_llm";"model"
"grafo";"Posso ser obrigado a revelar minha orientação sexual para ser adotado por uma empresa como dependente?";"0.69";"0.76";"0.54";"0.50";"{'resposta': 'A empresa não pode exigir a revelação de orientação sexual para cadastro de dependente, pois esse dado é sensível e só pode ser tratado com consentimento específico do titular ou em hipóteses legais restritas. O titular tem direito à privacidade e liberdade, conforme a legislação.', 'resposta_completa': 'A legislação brasileira de proteção de dados (Lei 13.709/2018 - LGPD) classifica a orientação sexual como dado pessoal sensível. O tratamento desses dados só é permitido mediante consentimento específico e destacado do titular, ou em hipóteses legais muito restritas, como cumprimento de obrigação legal, proteção da vida, tutela da saúde, entre outros. Não há previsão legal que obrigue a revelação da orientação sexual para inclusão como dependente em empresa. O titular dos dados tem direito à privacidade, liberdade e à não discriminação. Portanto, a empresa não pode exigir essa informação para o cadastro de dependente, salvo se houver obrigação legal expressa, o que não consta nos trechos analisados.', 'chunks': ['b47f4387', '4d9abb51'], 'trecho_chave': 'Art. 11 O tratamento de dados pessoais sensíveis somente poderá ocorrer nas seguintes hipóteses: I - quando o titular ou seu responsável legal consentir, de forma específica e destacada, para finalidades específicas;', 'percentual': ['80', '20']}";"maritaca"
"grafo";"Um partido político pode usar listas de eleitores para enviar propaganda sem consentimento?";"0.81";"0.94";"0.81";"0.69";"{'resposta': 'O envio de propaganda por partido político usando listas de eleitores sem consentimento não encontra respaldo legal, pois a comunicação ou uso compartilhado de dados pessoais depende de consentimento do titular, salvo exceções previstas em lei. Trecho-chave: ""dependerá de consentimento do titular, exceto: I - nas hipóteses de dispensa de consentimento previstas nesta Lei"".', 'resposta_completa': 'A utilização de listas de eleitores por partidos políticos para envio de propaganda sem consentimento do titular não é permitida pela legislação vigente, salvo se houver previsão legal específica que dispense o consentimento. O art. 27 da Lei Geral de Proteção de Dados (LGPD) determina que a comunicação ou uso compartilhado de dados pessoais de pessoa jurídica de direito público a pessoa de direito privado deve ser informado à autoridade nacional e depende do consentimento do titular, exceto nas hipóteses de dispensa previstas na própria lei. Não há, nos chunks analisados, exceção expressa que autorize partidos políticos a tratar dados pessoais de eleitores para fins de propaganda sem consentimento. Portanto, o partido político, como agente de tratamento, deve observar a necessidade de consentimento livre, informado e inequívoco do titular para o envio de comunicações e campanhas eleitorais, sob pena de violação à LGPD.', 'chunks': ['898ad7f0', 'e9106279'], 'trecho_chave': 'Art. 27 A comunicação ou o uso compartilhado de dados pessoais de pessoa jurídica de direito público a pessoa de direito privado será informado à autoridade nacional e dependerá de consentimento do titular, exceto: I - nas hipóteses de dispensa de consentimento previstas nesta Lei;', 'percentual': ['80', '20']}";"maritaca"
"grafo";"A seguradora pode negar seguro de vida com base no meu perfil genético?";"0.71";"0.55";"0.54";"0.61";"{'resposta': 'A seguradora não pode negar seguro de vida com base em perfil genético, pois dados genéticos são considerados dados pessoais sensíveis pela Lei 13.709/2018 (LGPD). O tratamento desses dados exige consentimento e não pode violar direitos fundamentais do titular.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) classifica dados genéticos como dados pessoais sensíveis (art. 5º, II). O tratamento desses dados só pode ocorrer em hipóteses específicas, como consentimento do titular ou cumprimento de obrigação legal (art. 7º). A negativa de contratação de seguro de vida baseada em perfil genético pode configurar discriminação e violação de direitos fundamentais, pois a LGPD visa proteger a liberdade e a privacidade do titular. Além disso, o titular tem direito à informação sobre o tratamento de seus dados e pode exigir anonimização, bloqueio ou eliminação de dados tratados em desconformidade (art. 18). Portanto, a seguradora não pode negar seguro de vida apenas com base em dados genéticos, sob pena de violar a legislação vigente.', 'chunks': ['e9106279', 'a57ec09b', 'f9e4ad69'], 'trecho_chave': 'II - dado pessoal sensível: dado pessoal sobre origem racial ou étnica, convicção religiosa, opinião política, filiação a sindicato ou a organização de caráter religioso, filosófico ou político, dado referente à saúde ou à vida sexual, dado genético ou biométrico, quando vinculado a uma pessoa natural;', 'percentual': ['60', '30', '10']}";"maritaca"
"grafo";"Posso pedir para o hospital apagar meu prontuário médico?";"0.68";"0.56";"0.54";"0.63";"{'resposta': 'O titular pode solicitar a eliminação do prontuário médico ao hospital, mas a LGPD prevê exceções, como a necessidade de cumprimento de obrigação legal ou regulatória pelo controlador, o que geralmente impede a exclusão imediata desses dados sensíveis.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) assegura ao titular o direito de solicitar a eliminação de dados pessoais, inclusive sensíveis, como os constantes em prontuários médicos. Contudo, o art. 18, VI, da LGPD ressalva que a eliminação não se aplica quando houver obrigação legal ou regulatória de manutenção desses dados pelo controlador, como ocorre com hospitais, que devem guardar prontuários por prazos definidos em normas da área da saúde. Assim, o hospital pode negar o pedido de eliminação do prontuário médico enquanto houver obrigação legal de guarda, devendo informar ao titular os fundamentos legais para a recusa. O direito do titular é garantido, mas limitado pelas exceções legais expressas na LGPD.', 'chunks': ['f9e4ad69', 'a57ec09b'], 'trecho_chave': 'VI - eliminação dos dados pessoais tratados com o consentimento do titular, exceto nas hipóteses previstas no art. 16 desta Lei;'}";"maritaca"
"grafo";"O app de celular pode enviar meus dados para servidores nos EUA sem minha autorização?";"0.81";"0.98";"0.51";"0.70";"{'resposta': 'A transferência internacional de dados pessoais para servidores nos EUA pelo aplicativo só é permitida se houver consentimento específico e em destaque do titular, com informação prévia sobre o caráter internacional da operação, conforme art. 33, VIII da LGPD.', 'resposta_completa': 'Segundo o art. 33 da LGPD, a transferência internacional de dados pessoais, como o envio de dados para servidores nos Estados Unidos, só pode ocorrer em situações específicas. Uma dessas situações é quando o titular fornece consentimento específico e em destaque, sendo informado previamente sobre o caráter internacional da operação. O controlador (aplicativo) deve garantir que o titular saiba claramente que seus dados serão transferidos para outro país e deve obter autorização expressa para isso. Sem esse consentimento, a transferência não é permitida, salvo outras hipóteses legais previstas no mesmo artigo, como garantias contratuais adequadas ou autorização da autoridade nacional.', 'chunks': ['268b9761', 'e9106279'], 'trecho_chave': 'VIII - quando o titular tiver fornecido o seu consentimento específico e em destaque para a transferência, com informação prévia sobre o caráter internacional da operação, distinguindo claramente esta de outras finalidades;', 'percentual': ['80', '20']}";"maritaca"
"grafo";"A inteligência artificial da empresa pode tomar decisões sobre meu crédito sozinha?";"0.78";"0.97";"1.00";"0.92";"{'resposta': 'A inteligência artificial pode tomar decisões automatizadas sobre seu crédito, mas você tem direito de solicitar revisão por pessoa natural dessas decisões, conforme o art. 20: ""O titular dos dados tem direito a solicitar revisão, por pessoa natural, de decisões tomadas unicamente com base em tratamento automatizado de dados pessoais que afetem seus interesses, inclusive de decisões destinadas a definir o seu perfil pessoal, profissional, de consumo e de crédito ou os aspectos de sua personalidade.""', 'resposta_completa': 'A legislação brasileira permite que empresas utilizem inteligência artificial para decisões automatizadas na avaliação de crédito. No entanto, o titular dos dados tem direito de solicitar que uma pessoa natural revise qualquer decisão tomada exclusivamente por processamento automatizado que afete seus interesses, incluindo decisões sobre crédito. Isso está previsto no art. 20 da Lei Geral de Proteção de Dados (LGPD), que garante ao titular o direito de revisão humana em decisões automatizadas que impactem seu perfil de crédito, consumo, profissional ou outros aspectos de sua personalidade. Portanto, embora a decisão inicial possa ser automatizada, o titular pode exigir revisão humana.', 'chunks': ['d864f83b', 'a57ec09b'], 'trecho_chave': 'O titular dos dados tem direito a solicitar revisão, por pessoa natural, de decisões tomadas unicamente com base em tratamento automatizado de dados pessoais que afetem seus interesses, inclusive de decisões destinadas a definir o seu perfil pessoal, profissional, de consumo e de crédito ou os aspectos de sua personalidade.', 'percentual': ['80', '20']}";"maritaca"
"grafo";"O chatbot da empresa pode guardar todo o histórico da nossa conversa para ""melhorar o serviço""?";"0.91";"0.78";"0.54";"0.58";"{'resposta': 'O armazenamento do histórico de conversas do chatbot para aprimorar o serviço configura tratamento de dados pessoais, exigindo consentimento do titular e transparência sobre a finalidade, conforme a LGPD. O controlador deve garantir direitos do titular e informar sobre o tratamento.', 'resposta_completa': 'O armazenamento de todo o histórico de conversas do chatbot para fins de melhoria do serviço caracteriza tratamento de dados pessoais, conforme o art. 5º, X, da LGPD, que define tratamento como qualquer operação com dados pessoais, incluindo arquivamento e armazenamento. Para realizar esse tratamento, a empresa responsável deve obter consentimento do titular, garantir transparência sobre a finalidade e possibilitar o exercício dos direitos previstos na LGPD, como acesso, correção e eliminação dos dados. O consentimento deve ser livre, informado e inequívoco, e o controlador deve informar claramente sobre a coleta, uso e armazenamento dos dados, conforme art. 5º, XII. O não cumprimento dessas obrigações pode gerar responsabilidade civil e sanções administrativas.', 'chunks': ['e9106279', 'f9e4ad69'], 'trecho_chave': 'X - tratamento: toda operação realizada com dados pessoais, como as que se referem a coleta, produção, recepção, classificação, utilização, acesso, reprodução, transmissão, distribuição, processamento, arquivamento, armazenamento, eliminação, avaliação ou controle da informação, modificação, comunicação, transferência, difusão ou extração; XII - consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com - tratamento de seus dados pessoais para uma finalidade determinada;', 'percentual': ['80', '20']}";"maritaca"
"grafo";"Posso pedir para ver o algoritmo que a empresa usa para me recusar crédito?";"0.71";"0.78";"0.54";"0.77";"{'resposta': 'O titular dos dados pode solicitar à empresa responsável pela análise de crédito informações claras sobre os critérios e a lógica utilizados na recusa, conforme art. 19 da LGPD. Contudo, o acesso ao algoritmo em si pode ser limitado por segredo comercial e industrial.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) garante ao titular dos dados o direito de solicitar informações sobre os critérios utilizados em decisões automatizadas, como a recusa de crédito (art. 19 e art. 20). A empresa deve fornecer declaração clara sobre a origem dos dados, critérios e finalidade do tratamento. No entanto, a lei ressalva que o fornecimento dessas informações deve observar os segredos comercial e industrial, o que pode restringir o acesso ao algoritmo propriamente dito. Assim, o consumidor pode entender os critérios e lógica aplicados, mas não necessariamente terá acesso ao código-fonte ou detalhes técnicos do algoritmo.', 'chunks': ['7b6b9e10', 'd864f83b'], 'trecho_chave': 'Art. 19 ... declaração clara e completa, que indique a origem dos dados, a inexistência de registro, os critérios utilizados e a finalidade do tratamento, observados os segredos comercial e industrial'}";"maritaca"
"grafo";"A empresa pode usar meu histórico de pesquisas no Google para me oferecer produtos?";"0.87";"0.97";"0.54";"0.74";"{'resposta': 'O uso do histórico de pesquisas no Google para oferta de produtos configura tratamento de dados pessoais, exigindo consentimento livre, informado e inequívoco do titular, conforme a LGPD. O titular pode solicitar acesso, correção ou eliminação desses dados a qualquer momento.', 'resposta_completa': 'A empresa só pode utilizar o histórico de pesquisas no Google para personalizar ofertas de produtos se houver consentimento livre, informado e inequívoco do titular, conforme definido no art. 5º, XII, da LGPD. O tratamento de dados pessoais, incluindo coleta, análise e direcionamento de anúncios, deve respeitar os direitos do titular, que pode solicitar confirmação da existência de tratamento, acesso, correção, anonimização, bloqueio ou eliminação dos dados, conforme art. 18 da LGPD. Além disso, decisões automatizadas baseadas nesses dados podem ser revisadas por pessoa natural, conforme art. 20. O tratamento sem consentimento ou em desconformidade com a lei pode gerar sanções e obriga a empresa a garantir transparência e segurança no uso dos dados.', 'chunks': ['e9106279', 'f9e4ad69', 'd864f83b'], 'trecho_chave': 'consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com tratamento de seus dados pessoais para uma finalidade determinada'}";"maritaca"
"grafo";"A empresa tem prazo para responder meu pedido de acesso aos meus dados?";"0.77";"1.00";"0.55";"0.51";"{'resposta': 'A empresa responsável pelo tratamento de dados pessoais deve fornecer confirmação de existência ou acesso aos dados, mediante requisição do titular, em formato simplificado imediatamente ou, por meio de declaração clara e completa, no prazo de até 15 dias, conforme a LGPD.', 'resposta_completa': 'De acordo com o art. 19 da Lei Geral de Proteção de Dados (LGPD), a empresa controladora dos dados pessoais tem obrigação de responder ao pedido de acesso do titular. A resposta deve ser fornecida imediatamente em formato simplificado ou, caso o titular solicite uma declaração clara e completa, no prazo máximo de 15 dias a contar do requerimento. Essa declaração deve indicar a origem dos dados, a inexistência de registro, os critérios utilizados e a finalidade do tratamento, observados os segredos comercial e industrial. O objetivo é garantir o exercício do direito do titular ao acesso facilitado às informações sobre o tratamento de seus dados pessoais, conforme previsto na legislação.', 'chunks': ['7b6b9e10', 'ffc54078'], 'trecho_chave': 'Art. 19 A confirmação de existência ou o acesso a dados pessoais serão providenciados, mediante requisição do titular: I - em formato simplificado, imediatamente; ou II - por meio de declaração clara e completa [...] fornecida no prazo de até 15 (quinze) dias, contado da data do requerimento do titular.', 'percentual': ['80', '20']}";"maritaca"
"grafo";"Posso pedir para a empresa corrigir dados errados que ela tem sobre mim?";"0.61";"0.98";"0.55";"0.69";"{'resposta': 'O titular dos dados pessoais pode solicitar ao controlador a correção de dados incompletos, inexatos ou desatualizados, conforme previsto no art. 18 da LGPD. O controlador é obrigado a atender esse requerimento, garantindo a exatidão e conformidade dos registros.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) assegura ao titular dos dados o direito de solicitar, a qualquer momento e mediante requisição, a correção de dados pessoais incompletos, inexatos ou desatualizados mantidos por empresas ou controladores. O art. 18 da LGPD determina que o controlador deve atender a esse pedido, promovendo a atualização e exatidão das informações constantes em seus registros. Essa obrigação visa garantir a qualidade dos dados e a conformidade com os princípios da lei, protegendo os direitos do titular e evitando prejuízos decorrentes de informações incorretas.', 'chunks': ['f9e4ad69', '9c7da499'], 'trecho_chave': 'Art. 18 O titular dos dados pessoais tem direito a obter do controlador, em relação aos dados do titular por ele tratados, a qualquer momento e mediante requisição: ... III - correção de dados incompletos, inexatos ou desatualizados;', 'percentual': ['80', '20']}";"maritaca"
"grafo";"Se eu revogar meu consentimento, a empresa pode me cobrar para continuar usando o serviço?";"0.93";"0.82";"0.56";"0.63";"{'resposta': 'A empresa deve informar ao titular sobre a possibilidade de não fornecer consentimento e as consequências da negativa, conforme art. 18, VIII da LGPD. Não há base legal que permita cobrança automática pelo serviço após a revogação do consentimento, salvo se informado previamente.', 'resposta_completa': 'Segundo o art. 18, VIII da LGPD, o controlador deve informar ao titular sobre a possibilidade de não fornecer consentimento e as consequências da negativa. Isso significa que, caso a prestação do serviço dependa do tratamento de dados pessoais mediante consentimento, a empresa deve deixar claro previamente se a revogação do consentimento implicará em custos adicionais ou restrição ao serviço. Não há previsão legal que autorize a cobrança automática pelo uso do serviço após a revogação do consentimento, salvo se tal condição for informada de forma transparente ao titular antes da contratação. Portanto, a imposição de cobrança só seria legítima se previamente comunicada e aceita pelo titular, respeitando o direito à informação.', 'chunks': ['f9e4ad69'], 'trecho_chave': 'VIII - informação sobre a possibilidade de não fornecer consentimento e sobre as consequências da negativa', 'percentual': ['100']}";"maritaca"
"grafo";"Posso pedir portabilidade dos meus dados de um banco para outro?";"0.84";"1.00";"0.54";"0.75";"{'resposta': 'O titular dos dados pessoais pode solicitar a portabilidade de seus dados a outro fornecedor de serviço ou produto, como bancos, mediante requisição expressa, conforme previsto no art. 18 da LGPD. O controlador deve atender ao pedido, observando segredos comercial e industrial.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) assegura ao titular dos dados pessoais o direito de solicitar a portabilidade de seus dados a outro fornecedor de serviço ou produto, incluindo bancos e instituições financeiras. Segundo o art. 18, inciso V, da LGPD, essa solicitação deve ser feita mediante requisição expressa do titular, e o controlador (no caso, o banco detentor dos dados) é obrigado a viabilizar a transferência, desde que respeitados os segredos comercial e industrial. Não há custo obrigatório para o titular, e todos os dados pessoais vinculados à instituição podem ser transferidos, conforme autorização e pedido formal do titular. O direito de portabilidade visa garantir a liberdade do usuário de migrar seus dados entre instituições, promovendo concorrência e proteção de direitos fundamentais.', 'chunks': ['f9e4ad69'], 'trecho_chave': 'V - portabilidade dos dados a outro fornecedor de serviço ou produto, mediante requisição expressa e observados os segredos comercial e industrial, de acordo com a regulamentação do órgão controlador;', 'percentual': ['100']}";"maritaca"
"grafo";"Posso entrar na Justiça por dano moral se meus dados vazaram de uma empresa?";"0.71";"0.66";"0.55";"0.68";"{'resposta': 'O titular de dados pessoais pode ingressar com ação judicial por dano moral decorrente de vazamento de dados, conforme art. 42 da LGPD: ""O controlador ou o operador que [...] causar a outrem dano patrimonial, moral, individual ou coletivo [...] é obrigado a repará-lo.""', 'resposta_completa': 'A legislação brasileira, especialmente a Lei Geral de Proteção de Dados (LGPD), assegura ao titular dos dados o direito de buscar reparação judicial caso ocorra vazamento de dados pessoais que resulte em dano moral. O art. 42 da LGPD estabelece que o controlador ou operador que, em razão do tratamento de dados pessoais, causar dano patrimonial ou moral, individual ou coletivo, em violação à legislação de proteção de dados, é obrigado a repará-lo. Assim, após a ocorrência do vazamento, o titular pode ingressar com ação judicial para pleitear indenização por dano moral, independentemente da quantidade de titulares afetados ou do valor das custas processuais, que não foram informados. A responsabilidade pode ser afastada apenas se o agente comprovar que não realizou o tratamento, que não houve violação à legislação ou que o dano decorreu de culpa exclusiva do titular ou de terceiro (art. 43).', 'chunks': ['82b9f0a4', '18ec1cd1'], 'trecho_chave': 'O controlador ou o operador que, em razão do exercício de atividade de tratamento de dados pessoais, causar a outrem dano patrimonial, moral, individual ou coletivo, em violação à legislação de proteção de dados pessoais, é obrigado a repará-lo.', 'percentual': ['80', '20']}";"maritaca"
"grafo";"A ex-empresa pode me ligar no celular particular que ela obteve durante o contrato de trabalho?";"0.78";"0.97";"0.54";"0.51";"{'resposta': 'Após o término do contrato de trabalho, a ex-empresa só pode tratar e utilizar o número de celular particular do ex-funcionário se houver base legal prevista na LGPD, como consentimento ou obrigação legal. O uso indevido pode violar direitos de privacidade do titular.', 'resposta_completa': 'A utilização do número de celular particular do ex-funcionário pela ex-empresa, obtido durante o contrato de trabalho, está condicionada à existência de base legal conforme a LGPD. O art. 7º da Lei 13.709/2018 (LGPD) estabelece que o tratamento de dados pessoais só pode ocorrer nas hipóteses ali previstas, como consentimento do titular, obrigação legal, execução de contrato ou legítimo interesse, desde que não prevaleçam direitos e liberdades fundamentais do titular. Após o término do vínculo, o art. 16 determina a eliminação dos dados, salvo exceções legais. O art. 47 reforça a obrigação de garantir a segurança dos dados mesmo após o término do tratamento. Portanto, contatos telefônicos sem base legal podem configurar violação à privacidade e à legislação de proteção de dados.', 'chunks': ['a57ec09b', '5cf8dbf1', '45b210a8'], 'trecho_chave': 'Art. 7º O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses: I - mediante o fornecimento de consentimento pelo titular [...] Art. 16 Os dados pessoais serão eliminados após o término de seu tratamento [...] Art. 47 Os agentes de tratamento [...] obriga-se a garantir a segurança da informação prevista nesta Lei em relação aos dados pessoais, mesmo após o seu término.', 'percentual': ['50', '30', '20']}";"maritaca"
"grafo";"Posso usar dados pessoais de clientes coletados no emprego anterior na minha nova empresa?";"0.93";"0.77";"1.00";"0.70";"{'resposta': 'A utilização de dados pessoais de clientes coletados em emprego anterior na nova empresa não é permitida sem consentimento do titular ou base legal específica. A LGPD exige finalidade legítima, transparência e respeito à finalidade original dos dados. Trecho-chave: ""realização do tratamento para propósitos legítimos, específicos, explícitos e informados ao titular, sem possibilidade de tratamento posterior de forma incompatível com essas finalidades"".', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) aplica-se a qualquer operação de tratamento de dados pessoais realizada no território nacional, inclusive por pessoas físicas ou jurídicas privadas. O uso de dados pessoais de clientes obtidos em emprego anterior na nova empresa só é permitido se houver consentimento explícito do titular ou outra base legal prevista na LGPD. O tratamento deve observar os princípios da finalidade, adequação e necessidade, ou seja, os dados só podem ser utilizados para propósitos legítimos, específicos e informados ao titular, sem possibilidade de uso posterior incompatível com a finalidade original. O descumprimento dessas regras pode acarretar sanções administrativas e obrigações de reparação de danos. Portanto, a transferência ou reutilização de dados pessoais de clientes entre empresas, sem respaldo legal ou consentimento, viola a legislação.', 'chunks': ['9c7da499', '19e28c65'], 'trecho_chave': 'realização do tratamento para propósitos legítimos, específicos, explícitos e informados ao titular, sem possibilidade de tratamento posterior de forma incompatível com essas finalidades', 'percentual': ['80', '20']}";"maritaca"
"grafo";"A LGPD se aplica a grupos de WhatsApp privados entre amigos?";"0.67";"0.95";"0.44";"0.77";"{'resposta': 'A LGPD não se aplica a grupos de WhatsApp privados entre amigos, pois há exceção legal para tratamento de dados pessoais realizado por pessoa natural para fins exclusivamente particulares e não econômicos, conforme previsto na própria legislação.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) prevê, em seu texto, que não se aplica ao tratamento de dados pessoais realizado por pessoa natural para fins exclusivamente particulares e não econômicos. Assim, grupos de WhatsApp privados entre amigos, onde o compartilhamento de mensagens, áudios ou informações pessoais ocorre sem finalidade econômica ou comercial, estão fora do escopo de aplicação da LGPD. Portanto, não há obrigação legal de observância das normas da LGPD nesses casos, salvo se houver desvio de finalidade para uso econômico ou institucional.', 'chunks': ['cfd5d742'], 'trecho_chave': 'Exceção de aplicação da LGPD para tratamento de dados pessoais realizado por pessoa natural para fins exclusivamente particulares e não econômicos', 'percentual': ['100']}";"maritaca"
"grafo";"O Airbnb pode compartilhar meu RG e CPF com o anfitrião?";"0.66";"0.64";"0.54";"0.64";"{'resposta': 'O compartilhamento de RG e CPF pelo Airbnb com o anfitrião só pode ocorrer mediante consentimento do titular ou se necessário para execução do contrato, conforme art. 7º da LGPD. O uso deve respeitar os requisitos legais e garantir a proteção dos dados pessoais.', 'resposta_completa': 'O Airbnb, como controlador de dados, pode compartilhar RG e CPF do hóspede com o anfitrião apenas se houver consentimento explícito do titular ou se tal compartilhamento for necessário para a execução do contrato de hospedagem, conforme previsto no art. 7º da Lei Geral de Proteção de Dados (LGPD). O tratamento e o compartilhamento desses dados devem observar os princípios da finalidade, necessidade e transparência, além de garantir a segurança e a privacidade do titular. O controlador deve informar ao titular sobre o uso compartilhado e as consequências da negativa de consentimento. O compartilhamento sem base legal ou consentimento pode configurar violação à LGPD, sujeitando o controlador a sanções.', 'chunks': ['a57ec09b', 'e9106279'], 'trecho_chave': 'Art. 7º O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses: I - mediante o fornecimento de consentimento pelo titular; ... V - quando necessário para a execução de contrato ou de procedimentos preliminares relacionados a contrato do qual seja parte o titular, a pedido do titular dos dados;', 'percentual': ['70', '30']}";"maritaca"
"grafo";"Posso ser negativado no SPC/Serasa sem nunca ter assinado nada com a empresa credora?";"0.79";"0.88";"0.54";"0.53";"{'resposta': 'A inclusão do nome em órgãos como SPC ou Serasa pode ocorrer mesmo sem contrato assinado, desde que haja relação jurídica e dívida. A LGPD permite o tratamento de dados para proteção do crédito, conforme art. 7º, X: ""para a proteção do crédito, inclusive quanto ao disposto na legislação pertinente"".', 'resposta_completa': 'A negativação em órgãos de proteção ao crédito, como SPC ou Serasa, não exige necessariamente um contrato formal assinado entre a pessoa e a empresa credora. O fundamento legal está no art. 7º, X, da Lei Geral de Proteção de Dados (LGPD), que autoriza o tratamento de dados pessoais para proteção do crédito, inclusive quanto ao disposto na legislação pertinente. Assim, basta que exista uma relação jurídica que gere obrigação de pagamento, mesmo que não formalizada por escrito, para que a dívida possa ser registrada e o nome do devedor negativado. Contudo, a empresa deve comprovar a existência da dívida e notificar o consumidor antes da negativação, sob pena de eventual abuso ou erro. O vínculo contratual pode ser verbal ou decorrente de outras formas de relação comercial, desde que haja elementos mínimos que comprovem a obrigação.', 'chunks': ['a57ec09b'], 'trecho_chave': 'para a proteção do crédito, inclusive quanto ao disposto na legislação pertinente.', 'percentual': ['100']}";"maritaca"
"grafo";"O Uber pode revelar meu endereço residencial ao motorista?";"0.76";"0.65";"0.00";"0.64";"{'resposta': 'O compartilhamento do endereço residencial pelo Uber ao motorista é permitido, pois é necessário para a execução do serviço solicitado pelo usuário. O tratamento deve observar os princípios de finalidade, necessidade e segurança, conforme art. 6º da LGPD.', 'resposta_completa': 'O Uber, como controlador de dados, pode compartilhar o endereço residencial do usuário com o motorista, pois tal informação é indispensável para a realização da corrida, caracterizando-se como tratamento de dados pessoais necessário para a execução do contrato, conforme previsto na LGPD. O art. 6º da Lei estabelece que o tratamento de dados deve observar princípios como finalidade (uso para propósitos legítimos e informados ao titular), necessidade (limitação ao mínimo necessário) e segurança (proteção contra acessos não autorizados). Assim, o compartilhamento do endereço é legítimo, desde que restrito à finalidade da corrida e adotadas medidas de segurança para proteger os dados do usuário.', 'chunks': ['9c7da499', '820509db'], 'trecho_chave': 'III - necessidade: limitação do tratamento ao mínimo necessário para a realização de suas finalidades, com abrangência dos dados pertinentes, proporcionais e não excessivos em relação às finalidades do tratamento de dados;'}";"maritaca"
"grafo";"A imobiliária pode exigir extrato bancário, IR e comprovante de renda para alugar um imóvel?";"0.80";"0.77";"0.54";"0.59";"{'resposta': 'A imobiliária pode solicitar extrato bancário, imposto de renda e comprovante de renda para locação, pois o tratamento desses dados é permitido quando necessário para execução de contrato ou procedimentos preliminares, conforme art. 7º da LGPD. O consentimento do titular é fundamental.', 'resposta_completa': 'A exigência de extrato bancário, imposto de renda e comprovante de renda pela imobiliária para locação de imóvel encontra respaldo na Lei Geral de Proteção de Dados (LGPD), especialmente no art. 7º, que permite o tratamento de dados pessoais quando necessário para a execução de contrato ou de procedimentos preliminares relacionados a contrato do qual seja parte o titular, a pedido deste. Assim, a imobiliária, como agente de tratamento, pode solicitar tais documentos para análise de capacidade financeira e avaliação de risco do locatário, desde que respeite os princípios da finalidade, necessidade e transparência, além de garantir os direitos do titular dos dados. O consentimento do titular e a informação clara sobre a finalidade do uso dos dados são essenciais, bem como a adoção de medidas de segurança para proteção dessas informações.', 'chunks': ['a57ec09b', 'e9106279'], 'trecho_chave': 'Art. 7º O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses: ... V - quando necessário para a execução de contrato ou de procedimentos preliminares relacionados a contrato do qual seja parte o titular, a pedido do titular dos dados;', 'percentual': ['80', '20']}";"maritaca"
"grafo";"Posso ser eliminado de processo seletivo por dado obtido nas minhas redes sociais?";"0.82";"0.67";"1.00";"0.52";"{'resposta': 'A eliminação de candidato em processo seletivo com base em dados coletados de redes sociais só é permitida se houver consentimento do titular ou outra base legal prevista na LGPD. O tratamento de dados pessoais exige consentimento ou justificativa legal, conforme art. 7º da Lei 13.709/2018.', 'resposta_completa': 'No contexto de processo seletivo, a coleta e análise de dados obtidos de redes sociais para eliminar um candidato configura tratamento de dados pessoais, conforme art. 5º da Lei 13.709/2018 (LGPD). O tratamento só pode ocorrer mediante consentimento do titular ou outra hipótese legal, como execução de contrato ou legítimo interesse, desde que não prevaleçam direitos e liberdades fundamentais do titular. Dados sensíveis, como opiniões políticas ou convicções religiosas, exigem consentimento específico e destacado (art. 11). Portanto, a eliminação baseada em informações de redes sociais sem base legal ou consentimento pode violar a LGPD, sujeitando o responsável a sanções e à obrigação de reparação de danos.', 'chunks': ['e9106279', 'a57ec09b', 'b47f4387'], 'trecho_chave': 'Art. 7º O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses: I - mediante o fornecimento de consentimento pelo titular'}";"maritaca"
