"type";"question";"gold_answer";"llm_response";"complexity";"saf";"nli";"sim";"relevancy";"faithfulness";"model"
"grafo";"A operadora pode vender meu histórico de navegação?";"É proibido (Marco Civil, Art. 14). Mas ""análise agregada por IA"" que identifica ""padrões de comportamento"" é ""venda""?";"{'resposta': 'Não. A operadora só pode compartilhar ou transferir histórico de navegação se houver consentimento específico e destacado do titular, conforme a LGPD. O uso compartilhado de dados pessoais exige transparência e finalidade determinada, sendo vedada a comercialização sem autorização expressa. O titular tem direito de saber com quem seus dados são compartilhados e pode solicitar a eliminação dos dados após o término da relação, salvo exceções legais. A venda sem consentimento viola direitos fundamentais de privacidade e pode gerar obrigação de reparação de danos.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) estabelece que o tratamento e o compartilhamento de dados pessoais, incluindo histórico de navegação, só podem ocorrer mediante consentimento livre, informado e inequívoco do titular, para finalidade determinada (art. 7º, I e art. 5º, XII). O uso compartilhado de dados com terceiros exige transparência e autorização específica (art. 7º, §5º). O titular pode solicitar a eliminação dos dados após o término da relação (art. 16), salvo hipóteses legais de conservação. A venda ou transferência sem consentimento é vedada e pode gerar obrigação de reparação de danos (art. 42).', 'chunks': ['e9106279', 'a57ec09b', 'f9e4ad69', '82b9f0a4'], 'trecho_chave': 'consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com tratamento de seus dados pessoais para uma finalidade determinada', 'percentual': ['40', '30', '20', '10']}";"0.69";"0.84";"0.54";"0.31";"1.00";"1.00";"maritaca"
"grafo";"Posso exigir explicação sobre por que recebi determinada propaganda?";"Sim, Art. 20 da LGPD (decisões automatizadas). Mas se a explicação é ""algoritmo proprietário comercialmente sensível""? A empresa pode negar detalhes.";"{'resposta': 'Sim, você pode exigir explicação sobre o recebimento de propaganda direcionada, pois a LGPD garante ao titular o direito de acesso facilitado às informações sobre o tratamento de seus dados pessoais, incluindo a finalidade específica do uso para comunicação promocional. O controlador deve fornecer, de forma clara e gratuita, detalhes sobre como e por que seus dados foram utilizados para esse fim, conforme o princípio da transparência e o art. 9º da LGPD. A solicitação pode ser feita formal ou eletronicamente, sem custo ao titular.', 'chunks': ['ffc54078', '9c7da499'], 'trecho_chave': 'Art. 9º O titular tem direito ao acesso facilitado às informações sobre o tratamento de seus dados, que deverão ser disponibilizadas de forma clara, adequada e ostensiva acerca de, entre outras características previstas em regulamentação para o atendimento do princípio do livre acesso: I - finalidade específica do tratamento;', 'percentual': ['60', '40']}";"0.81";"0.79";"0.54";"0.51";"1.00";"1.00";"maritaca"
"grafo";"O aplicativo de relacionamento pode manter meus dados após cancelamento?";"O Art. 18 permite solicitar eliminação. Mas a empresa pode argumentar ""legítimo interesse em prevenir fraude"" (perfis falsos recorrentes).";"{'resposta': 'O controlador de um aplicativo de relacionamento pode manter dados pessoais após o cancelamento da conta apenas nas hipóteses previstas no art. 16 da LGPD, como para cumprimento de obrigação legal, estudo por órgão de pesquisa (com anonimização), transferência a terceiros respeitando requisitos legais, ou uso exclusivo do controlador com anonimização e sem acesso por terceiros. Fora dessas situações, deve promover a eliminação dos dados, conforme art. 18, VI, da LGPD. O titular pode solicitar a exclusão e receber informações sobre o tratamento.', 'chunks': ['f9e4ad69', '5cf8dbf1'], 'trecho_chave': 'eliminação dos dados pessoais tratados com o consentimento do titular, exceto nas hipóteses previstas no art. 16 desta Lei', 'percentual': ['60', '40']}";"0.60";"0.95";"0.54";"0.59";"1.00";"1.00";"maritaca"
"grafo";"Posso solicitar que meu endereço IP seja removido dos logs?";"IP é considerado dado pessoal pelo GDPR europeu. No Brasil, a LGPD é omissa, mas a tendência é considerar sim.";"{'resposta': 'Sim, o titular pode solicitar a remoção do endereço IP dos logs do sistema condominial, pois o art. 18 da LGPD assegura o direito à eliminação de dados pessoais tratados com consentimento, mediante requisição ao controlador. Contudo, a exclusão pode ser negada se houver obrigação legal ou regulatória que exija a conservação dos registros, conforme exceções do art. 16 da LGPD. O pedido deve ser formalizado ao controlador, que avaliará a possibilidade de anonimização ou eliminação, observando as hipóteses legais de retenção.', 'chunks': ['f9e4ad69', '5cf8dbf1'], 'trecho_chave': 'eliminação dos dados pessoais tratados com o consentimento do titular, exceto nas hipóteses previstas no art. 16', 'percentual': ['70', '30']}";"0.67";"0.73";"0.54";"0.42";"1.00";"1.00";"maritaca"
"grafo";"O fórum online pode manter minhas postagens antigas mesmo eu pedindo remoção?";"Pode argumentar ""legítimo interesse no arquivo histórico"" ou ""direito de informação pública"". Mas se é informação desatualizada que prejudica reputação?";"{'resposta': 'O fórum online deve eliminar suas postagens após solicitação, salvo se houver obrigação legal ou regulatória que exija a retenção, conforme o art. 16 da LGPD. O controlador pode conservar dados apenas para cumprimento de obrigação legal, estudo por órgão de pesquisa, transferência a terceiro ou uso exclusivo anonimizado. Caso não se enquadre nessas hipóteses, a manutenção das postagens é ilegal. O titular tem direito à eliminação dos dados tratados com seu consentimento, exceto nas exceções legais expressas.', 'chunks': ['5cf8dbf1', 'f9e4ad69'], 'trecho_chave': 'Os dados pessoais serão eliminados após o término de seu tratamento, autorizada a conservação para cumprimento de obrigação legal ou regulatória pelo controlador', 'percentual': ['60', '40']}";"0.67";"0.91";"0.98";"0.37";"1.00";"1.00";"maritaca"
"grafo";"A empresa pode exigir acesso ao meu perfil privado do Instagram em processo seletivo?";"Não, configura violação de privacidade. Mas se postei algo público posteriormente deletado? A empresa pode ter arquivado.";"{'resposta': 'Não. A exigência de acesso ao perfil privado do Instagram do candidato viola os direitos fundamentais de intimidade, privacidade e livre desenvolvimento da personalidade, conforme a LGPD (Lei 13.709/2018). O tratamento de dados pessoais deve ser limitado à finalidade específica do processo seletivo e baseado em consentimento livre e informado, não podendo o empregador impor acesso a conteúdos privados. O art. 6º da LGPD determina que o tratamento deve ser feito de forma transparente, com respeito à privacidade e à finalidade informada ao titular dos dados.', 'resposta_completa': 'A exigência de acesso ao perfil privado do Instagram do candidato em processo seletivo é vedada pela Lei Geral de Proteção de Dados (Lei 13.709/2018). O art. 6º da LGPD estabelece que o tratamento de dados pessoais deve ser realizado com respeito à privacidade, à intimidade e à finalidade específica, sendo vedado o uso de dados para fins discriminatórios ou excessivos. O titular dos dados tem direito à proteção de sua privacidade (art. 4º, IV, e art. 7º, I da LGPD), e o consentimento deve ser livre, informado e específico, não podendo ser imposto como condição para participação em processo seletivo. A empresa pode solicitar informações profissionais, mas não pode exigir acesso a conteúdos privados de redes sociais, pois isso extrapola a finalidade do processo e viola direitos fundamentais do candidato.', 'chunks': ['4d9abb51', '820509db'], 'trecho_chave': 'Garantir ao titular os direitos fundamentais de liberdade, intimidade e privacidade.', 'percentual': ['60', '40']}";"0.77";"0.63";"0.54";"0.51";"1.00";"1.00";"maritaca"
"grafo";"O Google deve remover resultados de busca sobre minha condenação criminal antiga?";"O ""direito ao esquecimento"" não é explicitamente previsto na LGPD. O STF decidiu que informação pública (diário oficial) não pode ser censurada.";"{'resposta': 'O titular pode solicitar a remoção de resultados de busca que exponham dados pessoais, inclusive condenação criminal antiga, com base no direito à eliminação de dados desnecessários ou excessivos (art. 18, IV, LGPD). Contudo, o Google pode negar o pedido se houver interesse público relevante, como liberdade de imprensa ou segurança pública, conforme exceções legais. O pedido deve ser fundamentado e individualizado, e a análise considera a finalidade, necessidade e proporcionalidade do tratamento dos dados. O Google, como operador, deve avaliar o pedido à luz da LGPD e das decisões judiciais sobre o tema.', 'chunks': ['f9e4ad69', 'cfd5d742'], 'trecho_chave': 'eliminação de dados desnecessários, excessivos ou tratados em desconformidade com o disposto nesta Lei', 'percentual': ['70', '30']}";"0.78";"0.59";"0.54";"0.56";"1.00";"1.00";"maritaca"
"grafo";"Posso exigir que minhas fotos de infância sejam removidas pelos pais nas redes sociais?";"Aos 18 anos, sim. Mas antes? O ECA protege a imagem do menor, mas é controverso se ""pais postarem"" configura violação.";"{'resposta': 'Sim, você pode exigir a remoção de suas fotos de infância publicadas nas redes sociais pelos seus pais, pois a Lei Geral de Proteção de Dados (LGPD) assegura ao titular o direito de solicitar a eliminação de seus dados pessoais tratados com consentimento, conforme art. 18, VI, da LGPD. O titular é a pessoa natural a quem os dados se referem, e pode requerer formalmente a exclusão do conteúdo, cabendo aos pais, como controladores, atender à solicitação, salvo exceções legais.', 'chunks': ['f9e4ad69', 'e9106279'], 'trecho_chave': 'Obrigação do controlador de eliminar dados pessoais tratados com consentimento do titular, exceto nas hipóteses previstas no art. 16', 'percentual': ['70', '30']}";"0.83";"0.81";"0.54";"0.46";"1.00";"1.00";"maritaca"
"grafo";"O aplicativo de corrida pode publicar minhas rotas em ""mapa público""?";"Se ""anonimizado"", pode alegar ""legítimo interesse"". Mas se permite identificar ""casa do usuário"" por padrão de início/fim?";"{'resposta': 'A publicação de rotas em mapa público por aplicativo de corrida depende de consentimento específico do titular, pois envolve dados pessoais de localização. O controlador deve garantir que o compartilhamento seja transparente, limitado à finalidade informada e que o titular possa revogar o consentimento a qualquer momento, conforme art. 7º e art. 8º da LGPD. Sem consentimento, a divulgação é vedada, pois viola direitos fundamentais de privacidade e intimidade.', 'chunks': ['a57ec09b', 'f9e4ad69'], 'trecho_chave': 'Tratamento de dados pessoais mediante fornecimento de consentimento pelo titular', 'percentual': ['60', '40']}";"0.84";"0.63";"0.54";"0.55";"1.00";"0.67";"maritaca"
"grafo";"A empresa de e-mail pode ler minhas mensagens para ""filtrar spam""?";"Pode argumentar ""legítimo interesse"" em segurança. Mas ""analisar conteúdo para publicidade direcionada""? É excessivo.";"{'resposta': 'Sim, a empresa de e-mail pode analisar automaticamente o conteúdo das mensagens para filtrar spam, pois o tratamento de dados pessoais é permitido com base no legítimo interesse do controlador para proteção do titular e prestação de serviços que o beneficiem, conforme art. 10 da LGPD. O trecho-chave é: “proteção, em relação ao titular, do exercício regular de seus direitos ou prestação de serviços que o beneficiem”. Essa análise deve respeitar direitos e liberdades fundamentais, ser transparente e limitada à finalidade de segurança e funcionalidade do serviço.', 'chunks': ['105471be'], 'trecho_chave': 'proteção, em relação ao titular, do exercício regular de seus direitos ou prestação de serviços que o beneficiem', 'percentual': ['100']}";"0.87";"0.68";"0.42";"0.44";"1.00";"1.00";"maritaca"
"grafo";"O aplicativo de delivery pode vender meu endereço residencial para anunciantes?";"Não sem consentimento específico. O endereço foi coletado para entrega — usar para publicidade é finalidade incompatível (art. 6º, I). O app precisaria de consentimento destacado e específico para essa finalidade adicional.";"{'resposta': 'Não. O aplicativo de delivery, como operador de dados, só pode compartilhar endereço residencial se houver consentimento específico e destacado do titular para finalidade determinada, conforme a LGPD. A venda de endereços a anunciantes sem esse consentimento viola os princípios da finalidade, necessidade e transparência (art. 6º, I, III e VI), além de configurar tratamento incompatível com a finalidade original da entrega. O titular tem direito de saber com quem seus dados são compartilhados e pode exigir a eliminação dos dados após o término do serviço.', 'chunks': ['9c7da499', 'e9106279'], 'trecho_chave': 'realização do tratamento para propósitos legítimos, específicos, explícitos e informados ao titular, sem possibilidade de tratamento posterior de forma incompatível com essas finalidades', 'percentual': ['70', '30']}";"0.65";"0.79";"0.54";"0.69";"1.00";"1.00";"maritaca"
"grafo";"O hospital pode usar meu DNA anonimizado para pesquisa científica sem autorização?";"Dados genéticos são sensíveis. ""Anonimização"" de DNA é complexa - DNA é único. O Art. 7º, II, ""h"" permite para estudos de saúde pública, mas é discutível.";"{'resposta': 'Sim, o hospital pode utilizar dados genéticos anonimizados para pesquisa científica sem consentimento do titular, desde que o dado esteja efetivamente anonimizado e o tratamento ocorra em ambiente controlado, conforme autoriza o art. 16, II, da LGPD. Dados anonimizados não são considerados pessoais, salvo reversão técnica razoável (art. 5º, III e art. 742cef0e). O hospital, como controlador, deve garantir que não haja possibilidade de identificação do titular e que a finalidade seja exclusiva para pesquisa, observando padrões éticos e de segurança.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) permite que dados pessoais sejam conservados para estudo por órgão de pesquisa, desde que sejam anonimizados sempre que possível (art. 16, II). O art. 5º, III, define dado anonimizado como aquele que não permite identificação do titular, e o art. 742cef0e estabelece que tais dados não são considerados pessoais, exceto se a anonimização puder ser revertida com esforços razoáveis. Assim, se o hospital garante anonimização efetiva e trata os dados exclusivamente para pesquisa, sem possibilidade de identificação, não é necessário consentimento do titular. O hospital, como controlador, deve assegurar ambiente seguro e finalidade estrita para pesquisa, conforme art. 13 e princípios do art. 6º da LGPD.', 'chunks': ['5cf8dbf1', '742cef0e', 'bfc17de8'], 'trecho_chave': 'estudo por órgão de pesquisa, garantida, sempre que possível, a anonimização dos dados pessoais', 'percentual': ['50', '30', '20']}";"0.82";"0.68";"0.37";"0.53";"1.00";"1.00";"maritaca"
"grafo";"Posso vender meus próprios dados de navegação?";"Tecnicamente é meu direito de dispor. Mas é ""comércio de dado pessoal"" que a LGPD visa combater. A lei não proíbe explicitamente a venda pelo titular.";"{'resposta': 'Sim, é possível vender dados de navegação, desde que haja consentimento explícito do titular, conforme o art. 7º, I, da LGPD. O titular tem direito de controlar o uso e compartilhamento de seus dados, podendo negociar sua cessão, desde que informado sobre finalidade, forma, duração e entidades envolvidas (art. 9º e art. 18). O tratamento deve respeitar os princípios de finalidade, transparência e segurança, e o titular pode solicitar a eliminação dos dados a qualquer momento, exceto nas hipóteses legais de conservação. A operação deve ser transparente e documentada.', 'chunks': ['a57ec09b', 'f9e4ad69', 'ffc54078'], 'trecho_chave': 'mediante o fornecimento de consentimento pelo titular', 'percentual': ['50', '30', '20']}";"0.64";"0.67";"0.54";"0.71";"0.83";"1.00";"maritaca"
"grafo";"A empresa pode usar IA para ""predizer"" minha gravidez baseado em comportamento de compra?";"Configura tratamento de ""inferência sensível"" sobre saúde. O Art. 11 se aplica por extensão. Mas se é ""estatística"" e não ""diagnóstico""?";"{'resposta': 'A empresa só pode prever gravidez por IA se houver consentimento específico e destacado do titular, pois gravidez é dado pessoal sensível (art. 5º, II, LGPD). O tratamento automatizado que afeta interesses do titular deve permitir revisão humana (art. 20, LGPD). Sem consentimento ou base legal, o uso é vedado, pois viola privacidade, finalidade e não discriminação (art. 6º, LGPD). O controlador deve garantir transparência, finalidade legítima e possibilidade de revisão da decisão automatizada, sob pena de responsabilização.', 'chunks': ['e9106279', 'd864f83b', '9c7da499'], 'trecho_chave': 'dado pessoal sensível: dado pessoal sobre... saúde ou à vida sexual...', 'percentual': ['40', '30', '30']}";"0.82";"0.79";"0.55";"0.30";"1.00";"1.00";"maritaca"
"grafo";"O governo pode exigir biometria facial para acesso a serviços públicos digitais?";"Pode argumentar ""execução de políticas públicas"" (Art. 7º, II). Mas alternativas menos invasivas devem ser oferecidas para quem se recusa?";"{'resposta': 'Sim, o governo pode exigir biometria facial para acesso a serviços públicos digitais, desde que o tratamento de dados pessoais seja realizado para finalidade pública, com transparência, segurança e respeito aos direitos fundamentais de privacidade e liberdade, conforme o art. 23 da LGPD. A exigência deve ser informada claramente ao cidadão, indicando a previsão legal, finalidade e procedimentos, além de garantir ao titular o direito de saber as consequências da negativa de consentimento.', 'chunks': ['a625792a', 'f9e4ad69'], 'trecho_chave': 'tratamento de dados pessoais pelas pessoas jurídicas de direito público [...] para o atendimento de sua finalidade pública, na persecução do interesse público', 'percentual': ['70', '30']}";"0.86";"0.90";"0.54";"0.44";"1.00";"1.00";"maritaca"
"grafo";"O cartão de fidelidade de supermercado pode mapear todos os meus hábitos de consumo?";"Pode, se você foi informado e consentiu (art. 6º, VI e art. 7º, I). Mas se o mapeamento gerar perfil comportamental que possa identificá-lo (art. 12, §2º), torna-se dado pessoal e exige tratamento em conformidade com a LGPD.";"{'resposta': 'Sim, o cartão de fidelidade de supermercado pode mapear hábitos de consumo, pois o tratamento de dados pessoais é permitido com base no legítimo interesse do controlador para promoção de atividades e oferta de benefícios personalizados, conforme art. 10 da LGPD. Contudo, o titular tem direito de acesso, correção, anonimização, bloqueio ou eliminação dos dados, além de solicitar revisão de decisões automatizadas que afetem seus interesses (art. 20). O supermercado deve informar claramente as finalidades e garantir proteção à privacidade.', 'chunks': ['d864f83b', '105471be'], 'trecho_chave': 'O titular dos dados tem direito a solicitar revisão, por pessoa natural, de decisões tomadas unicamente com base em tratamento automatizado de dados pessoais que afetem seus interesses', 'percentual': ['60', '40']}";"0.80";"0.88";"0.54";"0.53";"1.00";"1.00";"maritaca"
"grafo";"A empresa pode exigir teste de personalidade (psicotécnico) que avalia traços psicológicos?";"""Saúde mental"" é dado sensível. Testes de ""perfil comportamental"" são discutíveis. Se são ""aptidão profissional"", pode ser lícito.";"{'resposta': 'A exigência de teste psicotécnico para avaliação de traços psicológicos é permitida apenas se houver previsão legal específica ou se for indispensável ao cargo, conforme entendimento consolidado do STF e STJ. A LGPD (Lei 13.709/2018) exige que o tratamento de dados sensíveis, como os de personalidade, seja feito com consentimento específico e destacado do titular, para finalidades determinadas (art. 11, I). Sem esses requisitos, a exigência é ilegal e viola direitos fundamentais de privacidade e intimidade do candidato ou empregado.', 'chunks': ['b47f4387', 'd864f83b'], 'trecho_chave': 'tratamento de dados pessoais sensíveis mediante consentimento específico e destacado para finalidades específicas', 'percentual': ['70', '30']}";"0.98";"0.58";"0.54";"0.65";"1.00";"1.00";"maritaca"
"grafo";"Posso exigir que meus dados em blockchain sejam excluídos?";"O Art. 18 garante direito à eliminação. Mas blockchain é imutável por design. Tecnologia e direito em conflito.";"{'resposta': 'Não é possível exigir a exclusão de dados pessoais armazenados em blockchain, pois a tecnologia é imutável e descentralizada, o que impede a eliminação conforme o art. 18, VI, da LGPD. O direito à eliminação pressupõe tratamento em banco de dados passível de alteração, o que não ocorre em blockchains públicos. O titular pode solicitar bloqueio, anonimização ou limitação de uso, mas não a exclusão definitiva dos registros já validados na cadeia, salvo se houver mecanismo técnico específico previsto pelo controlador.', 'chunks': ['f9e4ad69', 'e9106279'], 'trecho_chave': 'eliminação de dado ou de conjunto de dados armazenados em banco de dados, independentemente do procedimento empregado', 'percentual': ['70', '30']}";"0.92";"0.56";"0.05";"0.75";"1.00";"0.33";"maritaca"
"grafo";"Posso ser cobrado por serviços a mais se não aceitar o compartilhamento dos meus dados?";"Depende. A empresa pode oferecer descontos para quem consente com o compartilhamento, desde que o serviço básico não seja negado ou encarecido de forma abusiva. A LGPD proíbe condicionar serviços essenciais ao fornecimento de dados desnecessários (art. 9º, §3º).";"{'resposta': 'Não. A LGPD assegura ao titular o direito de não fornecer consentimento e de ser informado sobre as consequências da negativa, sem prever cobrança adicional como sanção. O art. 18, VIII, exige que o controlador informe as consequências da recusa, mas não autoriza penalidades financeiras pelo exercício desse direito. Práticas discriminatórias ou coercitivas violam o princípio da não discriminação (art. 6º, IX) e a boa-fé. Portanto, cobrar valor extra pela recusa de compartilhamento de dados é prática vedada pela LGPD, salvo se houver justificativa legal específica e transparente, o que não foi apresentado.', 'chunks': ['f9e4ad69', '9c7da499'], 'trecho_chave': 'informação sobre a possibilidade de não fornecer consentimento e sobre as consequências da negativa', 'percentual': ['60', '40']}";"0.88";"0.73";"0.15";"0.76";"1.00";"1.00";"maritaca"
"grafo";"Se uma IA criar um perfil falso me imitando perfeitamente, isso viola a LGPD?";"O Art. 5º, I define dado pessoal como ""informação relacionada a pessoa identificável"". Um ""synthetic data"" que imita mas não é ""exatamente"" você? Fronteira jurídica ainda em aberto.";"{'resposta': 'Sim, a criação de perfil falso por IA imitando uma pessoa viola a LGPD, pois envolve tratamento de dados pessoais (art. 5º, I) sem consentimento do titular, contrariando o art. 7º e os direitos fundamentais de privacidade e liberdade (art. 4º, II). O responsável pela operação (controlador/operador) pode ser obrigado a reparar danos (art. 42) e está sujeito a sanções administrativas. O titular tem direito de exigir eliminação dos dados (art. 18, VI) e pode solicitar revisão de decisões automatizadas (art. 20).', 'chunks': ['e9106279', '82b9f0a4', 'd864f83b'], 'trecho_chave': 'dado pessoal: informação relacionada a pessoa natural identificada ou identificável', 'percentual': ['40', '30', '30']}";"0.80";"0.72";"0.54";"0.58";"1.00";"1.00";"maritaca"
